Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumBefolkning
A,2007,55 - 59,Mann,Buskerud,8236
A,2007,55 - 59,Mann,Finnmark,2618
A,2007,55 - 59,Mann,Hedmark,6762
A,2007,55 - 59,Mann,Hordaland,14098
A,2007,55 - 59,Mann,Møre og Romsdal,8557
A,2007,55 - 59,Mann,Nordland,8106
A,2007,55 - 59,Mann,Oppland,6348
A,2007,55 - 59,Mann,Oslo,14782
A,2007,55 - 59,Mann,Rogaland,12102
A,2007,55 - 59,Mann,Sogn og Fjordane,3560
A,2007,55 - 59,Mann,Telemark,5658
A,2007,55 - 59,Mann,Troms,5258
A,2007,55 - 59,Mann,Trøndelag,13175
A,2007,55 - 59,Mann,Vest-Agder,4935
A,2007,55 - 59,Mann,Vestfold,7400
A,2007,55 - 59,Mann,Østfold,8679
A,2007,60 - 64,Kvinne,Hele landet,138217
A,2007,60 - 64,Kvinne,Helseregion Midt-Norge,19286
A,2007,60 - 64,Kvinne,Helseregion Nord-Norge,13592
A,2007,60 - 64,Kvinne,Helseregion Sør-Øst,79890
A,2007,60 - 64,Kvinne,Helseregion Vest,25448
A,2007,60 - 64,Kvinne,Akershus,15530
A,2007,60 - 64,Kvinne,Aust-Agder,3231
A,2007,60 - 64,Kvinne,Buskerud,8128
A,2007,60 - 64,Kvinne,Finnmark,1982
A,2007,60 - 64,Kvinne,Hedmark,6448
A,2007,60 - 64,Kvinne,Hordaland,12434
A,2007,60 - 64,Kvinne,Møre og Romsdal,7176
A,2007,60 - 64,Kvinne,Nordland,7104
A,2007,60 - 64,Kvinne,Oppland,6114
A,2007,60 - 64,Kvinne,Oslo,14390
A,2007,60 - 64,Kvinne,Rogaland,10108
A,2007,60 - 64,Kvinne,Sogn og Fjordane,2907
A,2007,60 - 64,Kvinne,Telemark,5488
A,2007,60 - 64,Kvinne,Troms,4506
A,2007,60 - 64,Kvinne,Trøndelag,12110
A,2007,60 - 64,Kvinne,Vest-Agder,4644
A,2007,60 - 64,Kvinne,Vestfold,7122
A,2007,60 - 64,Kvinne,Østfold,8796
A,2007,60 - 64,Mann,Hele landet,140206
A,2007,60 - 64,Mann,Helseregion Midt-Norge,19880
A,2007,60 - 64,Mann,Helseregion Nord-Norge,14652
A,2007,60 - 64,Mann,Helseregion Sør-Øst,79192
A,2007,60 - 64,Mann,Helseregion Vest,26483
A,2007,60 - 64,Mann,Akershus,15372
A,2007,60 - 64,Mann,Aust-Agder,3346
A,2007,60 - 64,Mann,Buskerud,8072
A,2007,60 - 64,Mann,Finnmark,2295
A,2007,60 - 64,Mann,Hedmark,6386
A,2007,60 - 64,Mann,Hordaland,12818
A,2007,60 - 64,Mann,Møre og Romsdal,7640
A,2007,60 - 64,Mann,Nordland,7670
A,2007,60 - 64,Mann,Oppland,6062
A,2007,60 - 64,Mann,Oslo,14226
A,2007,60 - 64,Mann,Rogaland,10386
A,2007,60 - 64,Mann,Sogn og Fjordane,3278
A,2007,60 - 64,Mann,Telemark,5524
A,2007,60 - 64,Mann,Troms,4686
A,2007,60 - 64,Mann,Trøndelag,12240
A,2007,60 - 64,Mann,Vest-Agder,4472
A,2007,60 - 64,Mann,Vestfold,7024
A,2007,60 - 64,Mann,Østfold,8711
A,2007,65 - 69,Kvinne,Hele landet,97256
A,2007,65 - 69,Kvinne,Helseregion Midt-Norge,13720
A,2007,65 - 69,Kvinne,Helseregion Nord-Norge,10038
A,2007,65 - 69,Kvinne,Helseregion Sør-Øst,54925
A,2007,65 - 69,Kvinne,Helseregion Vest,18572
A,2007,65 - 69,Kvinne,Akershus,10426
A,2007,65 - 69,Kvinne,Aust-Agder,2252
A,2007,65 - 69,Kvinne,Buskerud,5408
A,2007,65 - 69,Kvinne,Finnmark,1468
A,2007,65 - 69,Kvinne,Hedmark,4644
A,2007,65 - 69,Kvinne,Hordaland,9153
A,2007,65 - 69,Kvinne,Møre og Romsdal,5126
A,2007,65 - 69,Kvinne,Nordland,5371
A,2007,65 - 69,Kvinne,Oppland,4569
A,2007,65 - 69,Kvinne,Oslo,9300
A,2007,65 - 69,Kvinne,Rogaland,7256
A,2007,65 - 69,Kvinne,Sogn og Fjordane,2163
A,2007,65 - 69,Kvinne,Telemark,3800
A,2007,65 - 69,Kvinne,Troms,3199
A,2007,65 - 69,Kvinne,Trøndelag,8595
A,2007,65 - 69,Kvinne,Vest-Agder,3444
A,2007,65 - 69,Kvinne,Vestfold,5102
A,2007,65 - 69,Kvinne,Østfold,5980
A,2007,65 - 69,Mann,Hele landet,92478
A,2007,65 - 69,Mann,Helseregion Midt-Norge,13490
A,2007,65 - 69,Mann,Helseregion Nord-Norge,10366
A,2007,65 - 69,Mann,Helseregion Sør-Øst,50895
A,2007,65 - 69,Mann,Helseregion Vest,17726
A,2007,65 - 69,Mann,Akershus,9582
A,2007,65 - 69,Mann,Aust-Agder,2192
A,2007,65 - 69,Mann,Buskerud,5162
A,2007,65 - 69,Mann,Finnmark,1596
A,2007,65 - 69,Mann,Hedmark,4440
A,2007,65 - 69,Mann,Hordaland,8578
A,2007,65 - 69,Mann,Møre og Romsdal,5081
A,2007,65 - 69,Mann,Nordland,5390
A,2007,65 - 69,Mann,Oppland,4270
A,2007,65 - 69,Mann,Oslo,8424
A,2007,65 - 69,Mann,Rogaland,6935
A,2007,65 - 69,Mann,Sogn og Fjordane,2214
A,2007,65 - 69,Mann,Telemark,3560
A,2007,65 - 69,Mann,Troms,3381
A,2007,65 - 69,Mann,Trøndelag,8408
A,2007,65 - 69,Mann,Vest-Agder,3078
A,2007,65 - 69,Mann,Vestfold,4690
A,2007,65 - 69,Mann,Østfold,5496
A,2007,70 - 74,Kvinne,Hele landet,80341
A,2007,70 - 74,Kvinne,Helseregion Midt-Norge,11354
A,2007,70 - 74,Kvinne,Helseregion Nord-Norge,8316
A,2007,70 - 74,Kvinne,Helseregion Sør-Øst,45106
A,2007,70 - 74,Kvinne,Helseregion Vest,15565
A,2007,70 - 74,Kvinne,Akershus,8292
A,2007,70 - 74,Kvinne,Aust-Agder,1792
A,2007,70 - 74,Kvinne,Buskerud,4468
A,2007,70 - 74,Kvinne,Finnmark,1231
A,2007,70 - 74,Kvinne,Hedmark,3904
A,2007,70 - 74,Kvinne,Hordaland,7660
A,2007,70 - 74,Kvinne,Møre og Romsdal,4454
A,2007,70 - 74,Kvinne,Nordland,4527
A,2007,70 - 74,Kvinne,Oppland,3747
A,2007,70 - 74,Kvinne,Oslo,7591
A,2007,70 - 74,Kvinne,Rogaland,5930
A,2007,70 - 74,Kvinne,Sogn og Fjordane,1975
A,2007,70 - 74,Kvinne,Telemark,3116
A,2007,70 - 74,Kvinne,Troms,2558
A,2007,70 - 74,Kvinne,Trøndelag,6901
A,2007,70 - 74,Kvinne,Vest-Agder,2760
A,2007,70 - 74,Kvinne,Vestfold,4335
A,2007,70 - 74,Kvinne,Østfold,5101
A,2007,70 - 74,Mann,Hele landet,70088
A,2007,70 - 74,Mann,Helseregion Midt-Norge,10111
A,2007,70 - 74,Mann,Helseregion Nord-Norge,7632
A,2007,70 - 74,Mann,Helseregion Sør-Øst,38580
A,2007,70 - 74,Mann,Helseregion Vest,13766
A,2007,70 - 74,Mann,Akershus,7191
A,2007,70 - 74,Mann,Aust-Agder,1748
A,2007,70 - 74,Mann,Buskerud,3842
A,2007,70 - 74,Mann,Finnmark,1208
A,2007,70 - 74,Mann,Hedmark,3455
A,2007,70 - 74,Mann,Hordaland,6675
A,2007,70 - 74,Mann,Møre og Romsdal,3931
A,2007,70 - 74,Mann,Nordland,4106
A,2007,70 - 74,Mann,Oppland,3330
A,2007,70 - 74,Mann,Oslo,5800
A,2007,70 - 74,Mann,Rogaland,5232
A,2007,70 - 74,Mann,Sogn og Fjordane,1858
A,2007,70 - 74,Mann,Telemark,2741
A,2007,70 - 74,Mann,Troms,2318
A,2007,70 - 74,Mann,Trøndelag,6180
A,2007,70 - 74,Mann,Vest-Agder,2482
A,2007,70 - 74,Mann,Vestfold,3568
A,2007,70 - 74,Mann,Østfold,4422
A,2007,75 - 79,Kvinne,Hele landet,78276
A,2007,75 - 79,Kvinne,Helseregion Midt-Norge,11402
A,2007,75 - 79,Kvinne,Helseregion Nord-Norge,8040
A,2007,75 - 79,Kvinne,Helseregion Sør-Øst,43932
A,2007,75 - 79,Kvinne,Helseregion Vest,14902
A,2007,75 - 79,Kvinne,Akershus,7706
A,2007,75 - 79,Kvinne,Aust-Agder,1612
A,2007,75 - 79,Kvinne,Buskerud,4194
A,2007,75 - 79,Kvinne,Finnmark,1194
A,2007,75 - 79,Kvinne,Hedmark,3993
A,2007,75 - 79,Kvinne,Hordaland,7408
A,2007,75 - 79,Kvinne,Møre og Romsdal,4576
A,2007,75 - 79,Kvinne,Nordland,4425
A,2007,75 - 79,Kvinne,Oppland,3694
A,2007,75 - 79,Kvinne,Oslo,7930
A,2007,75 - 79,Kvinne,Rogaland,5564
A,2007,75 - 79,Kvinne,Sogn og Fjordane,1931
A,2007,75 - 79,Kvinne,Telemark,3164
A,2007,75 - 79,Kvinne,Troms,2421
A,2007,75 - 79,Kvinne,Trøndelag,6826
A,2007,75 - 79,Kvinne,Vest-Agder,2679
A,2007,75 - 79,Kvinne,Vestfold,3977
A,2007,75 - 79,Kvinne,Østfold,4984
A,2007,75 - 79,Mann,Hele landet,61514
A,2007,75 - 79,Mann,Helseregion Midt-Norge,9277
A,2007,75 - 79,Mann,Helseregion Nord-Norge,6474
A,2007,75 - 79,Mann,Helseregion Sør-Øst,34006
A,2007,75 - 79,Mann,Helseregion Vest,11757
A,2007,75 - 79,Mann,Akershus,6213
A,2007,75 - 79,Mann,Aust-Agder,1288
A,2007,75 - 79,Mann,Buskerud,3382
A,2007,75 - 79,Mann,Finnmark,960
A,2007,75 - 79,Mann,Hedmark,3258
A,2007,75 - 79,Mann,Hordaland,5686
A,2007,75 - 79,Mann,Møre og Romsdal,3766
A,2007,75 - 79,Mann,Nordland,3575
A,2007,75 - 79,Mann,Oppland,3067
A,2007,75 - 79,Mann,Oslo,5418
A,2007,75 - 79,Mann,Rogaland,4448
A,2007,75 - 79,Mann,Sogn og Fjordane,1624
A,2007,75 - 79,Mann,Telemark,2359
A,2007,75 - 79,Mann,Troms,1940
A,2007,75 - 79,Mann,Trøndelag,5512
A,2007,75 - 79,Mann,Vest-Agder,2060
A,2007,75 - 79,Mann,Vestfold,3225
A,2007,75 - 79,Mann,Østfold,3736
A,2007,80 - 84,Kvinne,Hele landet,70324
A,2007,80 - 84,Kvinne,Helseregion Midt-Norge,10459
A,2007,80 - 84,Kvinne,Helseregion Nord-Norge,7001
A,2007,80 - 84,Kvinne,Helseregion Sør-Øst,39570
A,2007,80 - 84,Kvinne,Helseregion Vest,13294
A,2007,80 - 84,Kvinne,Akershus,6268
A,2007,80 - 84,Kvinne,Aust-Agder,1567
A,2007,80 - 84,Kvinne,Buskerud,3846
A,2007,80 - 84,Kvinne,Finnmark,917
A,2007,80 - 84,Kvinne,Hedmark,3762
A,2007,80 - 84,Kvinne,Hordaland,6592
A,2007,80 - 84,Kvinne,Møre og Romsdal,4174
A,2007,80 - 84,Kvinne,Nordland,3921
A,2007,80 - 84,Kvinne,Oppland,3480
A,2007,80 - 84,Kvinne,Oslo,7514
A,2007,80 - 84,Kvinne,Rogaland,4877
A,2007,80 - 84,Kvinne,Sogn og Fjordane,1825
A,2007,80 - 84,Kvinne,Telemark,3040
A,2007,80 - 84,Kvinne,Troms,2163
A,2007,80 - 84,Kvinne,Trøndelag,6285
A,2007,80 - 84,Kvinne,Vest-Agder,2399
A,2007,80 - 84,Kvinne,Vestfold,3488
A,2007,80 - 84,Kvinne,Østfold,4206
A,2007,80 - 84,Mann,Hele landet,46086
A,2007,80 - 84,Mann,Helseregion Midt-Norge,7060
A,2007,80 - 84,Mann,Helseregion Nord-Norge,4456
A,2007,80 - 84,Mann,Helseregion Sør-Øst,25897
A,2007,80 - 84,Mann,Helseregion Vest,8673
A,2007,80 - 84,Mann,Akershus,4418
A,2007,80 - 84,Mann,Aust-Agder,989
A,2007,80 - 84,Mann,Buskerud,2579
A,2007,80 - 84,Mann,Finnmark,608
A,2007,80 - 84,Mann,Hedmark,2512
A,2007,80 - 84,Mann,Hordaland,4262
A,2007,80 - 84,Mann,Møre og Romsdal,2794
A,2007,80 - 84,Mann,Nordland,2446
A,2007,80 - 84,Mann,Oppland,2374
A,2007,80 - 84,Mann,Oslo,4257
A,2007,80 - 84,Mann,Rogaland,3212
A,2007,80 - 84,Mann,Sogn og Fjordane,1199
A,2007,80 - 84,Mann,Telemark,1955
A,2007,80 - 84,Mann,Troms,1402
A,2007,80 - 84,Mann,Trøndelag,4266
A,2007,80 - 84,Mann,Vest-Agder,1513
A,2007,80 - 84,Mann,Vestfold,2387
A,2007,80 - 84,Mann,Østfold,2912
A,2007,85 - 89,Kvinne,Hele landet,51706
A,2007,85 - 89,Kvinne,Helseregion Midt-Norge,7554
A,2007,85 - 89,Kvinne,Helseregion Nord-Norge,4898
A,2007,85 - 89,Kvinne,Helseregion Sør-Øst,28879
A,2007,85 - 89,Kvinne,Helseregion Vest,10375
A,2007,85 - 89,Kvinne,Akershus,4260
A,2007,85 - 89,Kvinne,Aust-Agder,1162
A,2007,85 - 89,Kvinne,Buskerud,2842
A,2007,85 - 89,Kvinne,Finnmark,571
A,2007,85 - 89,Kvinne,Hedmark,2566
A,2007,85 - 89,Kvinne,Hordaland,5086
A,2007,85 - 89,Kvinne,Møre og Romsdal,3169
A,2007,85 - 89,Kvinne,Nordland,2874
A,2007,85 - 89,Kvinne,Oppland,2308
A,2007,85 - 89,Kvinne,Oslo,6137
A,2007,85 - 89,Kvinne,Rogaland,3896
A,2007,85 - 89,Kvinne,Sogn og Fjordane,1394
A,2007,85 - 89,Kvinne,Telemark,2198
A,2007,85 - 89,Kvinne,Troms,1453
A,2007,85 - 89,Kvinne,Trøndelag,4384
A,2007,85 - 89,Kvinne,Vest-Agder,1796
A,2007,85 - 89,Kvinne,Vestfold,2610
A,2007,85 - 89,Kvinne,Østfold,3000
A,2007,85 - 89,Mann,Hele landet,25458
A,2007,85 - 89,Mann,Helseregion Midt-Norge,3828
A,2007,85 - 89,Mann,Helseregion Nord-Norge,2301
A,2007,85 - 89,Mann,Helseregion Sør-Øst,14141
A,2007,85 - 89,Mann,Helseregion Vest,5188
A,2007,85 - 89,Mann,Akershus,2310
A,2007,85 - 89,Mann,Aust-Agder,604
A,2007,85 - 89,Mann,Buskerud,1359
A,2007,85 - 89,Mann,Finnmark,252
A,2007,85 - 89,Mann,Hedmark,1374
A,2007,85 - 89,Mann,Hordaland,2531
A,2007,85 - 89,Mann,Møre og Romsdal,1643
A,2007,85 - 89,Mann,Nordland,1390
A,2007,85 - 89,Mann,Oppland,1276
A,2007,85 - 89,Mann,Oslo,2561
A,2007,85 - 89,Mann,Rogaland,1888
A,2007,85 - 89,Mann,Sogn og Fjordane,768
A,2007,85 - 89,Mann,Telemark,1146
A,2007,85 - 89,Mann,Troms,660
A,2007,85 - 89,Mann,Trøndelag,2185
A,2007,85 - 89,Mann,Vest-Agder,879
A,2007,85 - 89,Mann,Vestfold,1238
A,2007,85 - 89,Mann,Østfold,1394
A,2007,90+,Kvinne,Hele landet,28117
A,2007,90+,Kvinne,Helseregion Midt-Norge,4172
A,2007,90+,Kvinne,Helseregion Nord-Norge,2668
A,2007,90+,Kvinne,Helseregion Sør-Øst,15356
A,2007,90+,Kvinne,Helseregion Vest,5921
A,2007,90+,Kvinne,Akershus,1973
A,2007,90+,Kvinne,Aust-Agder,660
A,2007,90+,Kvinne,Buskerud,1530
A,2007,90+,Kvinne,Finnmark,302
A,2007,90+,Kvinne,Hedmark,1226
A,2007,90+,Kvinne,Hordaland,2978
A,2007,90+,Kvinne,Møre og Romsdal,1791
A,2007,90+,Kvinne,Nordland,1580
A,2007,90+,Kvinne,Oppland,1186
A,2007,90+,Kvinne,Oslo,3690
A,2007,90+,Kvinne,Rogaland,2056
A,2007,90+,Kvinne,Sogn og Fjordane,888
A,2007,90+,Kvinne,Telemark,1106
A,2007,90+,Kvinne,Troms,786
A,2007,90+,Kvinne,Trøndelag,2381
A,2007,90+,Kvinne,Vest-Agder,936
A,2007,90+,Kvinne,Vestfold,1435
A,2007,90+,Kvinne,Østfold,1614
A,2007,90+,Mann,Hele landet,9546
A,2007,90+,Mann,Helseregion Midt-Norge,1450
A,2007,90+,Mann,Helseregion Nord-Norge,911
A,2007,90+,Mann,Helseregion Sør-Øst,5158
A,2007,90+,Mann,Helseregion Vest,2028
A,2007,90+,Mann,Akershus,687
A,2007,90+,Mann,Aust-Agder,234
A,2007,90+,Mann,Buskerud,534
A,2007,90+,Mann,Finnmark,104
A,2007,90+,Mann,Hedmark,516
A,2007,90+,Mann,Hordaland,972
A,2007,90+,Mann,Møre og Romsdal,622
A,2007,90+,Mann,Nordland,568
A,2007,90+,Mann,Oppland,512
A,2007,90+,Mann,Oslo,1005
A,2007,90+,Mann,Rogaland,722
A,2007,90+,Mann,Sogn og Fjordane,334
A,2007,90+,Mann,Telemark,388
A,2007,90+,Mann,Troms,238
A,2007,90+,Mann,Trøndelag,828
A,2007,90+,Mann,Vest-Agder,328
A,2007,90+,Mann,Vestfold,468
A,2007,90+,Mann,Østfold,486
A,2008,0 - 4,Kvinne,Hele landet,130258
A,2008,0 - 4,Kvinne,Helseregion Midt-Norge,17708
A,2008,0 - 4,Kvinne,Helseregion Nord-Norge,11627
A,2008,0 - 4,Kvinne,Helseregion Sør-Øst,71827
A,2008,0 - 4,Kvinne,Helseregion Vest,29096
A,2008,0 - 4,Kvinne,Akershus,15177
A,2008,0 - 4,Kvinne,Aust-Agder,2857
A,2008,0 - 4,Kvinne,Buskerud,6601
A,2008,0 - 4,Kvinne,Finnmark,1891
A,2008,0 - 4,Kvinne,Hedmark,4208
A,2008,0 - 4,Kvinne,Hordaland,13382
A,2008,0 - 4,Kvinne,Møre og Romsdal,6501
A,2008,0 - 4,Kvinne,Nordland,5596
A,2008,0 - 4,Kvinne,Oppland,4120
A,2008,0 - 4,Kvinne,Oslo,18062
A,2008,0 - 4,Kvinne,Rogaland,12908
A,2008,0 - 4,Kvinne,Sogn og Fjordane,2806
A,2008,0 - 4,Kvinne,Telemark,3906
A,2008,0 - 4,Kvinne,Troms,4140
A,2008,0 - 4,Kvinne,Trøndelag,11207
A,2008,0 - 4,Kvinne,Vest-Agder,4776
A,2008,0 - 4,Kvinne,Vestfold,5562
A,2008,0 - 4,Kvinne,Østfold,6558
A,2008,0 - 4,Mann,Hele landet,136598
A,2008,0 - 4,Mann,Helseregion Midt-Norge,18421
A,2008,0 - 4,Mann,Helseregion Nord-Norge,12373
A,2008,0 - 4,Mann,Helseregion Sør-Øst,75529
A,2008,0 - 4,Mann,Helseregion Vest,30275
A,2008,0 - 4,Mann,Akershus,15896
A,2008,0 - 4,Mann,Aust-Agder,2915
A,2008,0 - 4,Mann,Buskerud,7064
A,2008,0 - 4,Mann,Finnmark,1958
A,2008,0 - 4,Mann,Hedmark,4434
A,2008,0 - 4,Mann,Hordaland,13907
A,2008,0 - 4,Mann,Møre og Romsdal,6673
A,2008,0 - 4,Mann,Nordland,6012
A,2008,0 - 4,Mann,Oppland,4391
A,2008,0 - 4,Mann,Oslo,18722
A,2008,0 - 4,Mann,Rogaland,13387
A,2008,0 - 4,Mann,Sogn og Fjordane,2981
A,2008,0 - 4,Mann,Telemark,4086
A,2008,0 - 4,Mann,Troms,4402
A,2008,0 - 4,Mann,Trøndelag,11748
A,2008,0 - 4,Mann,Vest-Agder,4898
A,2008,0 - 4,Mann,Vestfold,6048
A,2008,0 - 4,Mann,Østfold,7072
A,2008,5 - 9,Kvinne,Hele landet,145720
A,2008,5 - 9,Kvinne,Helseregion Midt-Norge,20414
A,2008,5 - 9,Kvinne,Helseregion Nord-Norge,13820
A,2008,5 - 9,Kvinne,Helseregion Sør-Øst,78992
A,2008,5 - 9,Kvinne,Helseregion Vest,32494
A,2008,5 - 9,Kvinne,Akershus,17878
A,2008,5 - 9,Kvinne,Aust-Agder,3220
A,2008,5 - 9,Kvinne,Buskerud,7546
A,2008,5 - 9,Kvinne,Finnmark,2330
A,2008,5 - 9,Kvinne,Hedmark,5283
A,2008,5 - 9,Kvinne,Hordaland,14901
A,2008,5 - 9,Kvinne,Møre og Romsdal,7800
A,2008,5 - 9,Kvinne,Nordland,6902
A,2008,5 - 9,Kvinne,Oppland,5330
A,2008,5 - 9,Kvinne,Oslo,14856
A,2008,5 - 9,Kvinne,Rogaland,14201
A,2008,5 - 9,Kvinne,Sogn og Fjordane,3392
A,2008,5 - 9,Kvinne,Telemark,4799
A,2008,5 - 9,Kvinne,Troms,4588
A,2008,5 - 9,Kvinne,Trøndelag,12615
A,2008,5 - 9,Kvinne,Vest-Agder,5432
A,2008,5 - 9,Kvinne,Vestfold,6718
A,2008,5 - 9,Kvinne,Østfold,7929
A,2008,5 - 9,Mann,Hele landet,152160
A,2008,5 - 9,Mann,Helseregion Midt-Norge,21459
A,2008,5 - 9,Mann,Helseregion Nord-Norge,14498
A,2008,5 - 9,Mann,Helseregion Sør-Øst,82759
A,2008,5 - 9,Mann,Helseregion Vest,33444
A,2008,5 - 9,Mann,Akershus,18674
A,2008,5 - 9,Mann,Aust-Agder,3495
A,2008,5 - 9,Mann,Buskerud,7945
A,2008,5 - 9,Mann,Finnmark,2389
A,2008,5 - 9,Mann,Hedmark,5536
A,2008,5 - 9,Mann,Hordaland,15245
A,2008,5 - 9,Mann,Møre og Romsdal,8136
A,2008,5 - 9,Mann,Nordland,7261
A,2008,5 - 9,Mann,Oppland,5480
A,2008,5 - 9,Mann,Oslo,15546
A,2008,5 - 9,Mann,Rogaland,14631
A,2008,5 - 9,Mann,Sogn og Fjordane,3568
A,2008,5 - 9,Mann,Telemark,4992
A,2008,5 - 9,Mann,Troms,4848
A,2008,5 - 9,Mann,Trøndelag,13322
A,2008,5 - 9,Mann,Vest-Agder,5522
A,2008,5 - 9,Mann,Vestfold,7064
A,2008,5 - 9,Mann,Østfold,8507
A,2008,10 - 14,Kvinne,Hele landet,152610
A,2008,10 - 14,Kvinne,Helseregion Midt-Norge,21717
A,2008,10 - 14,Kvinne,Helseregion Nord-Norge,15508
A,2008,10 - 14,Kvinne,Helseregion Sør-Øst,81518
A,2008,10 - 14,Kvinne,Helseregion Vest,33866
A,2008,10 - 14,Kvinne,Akershus,18208
A,2008,10 - 14,Kvinne,Aust-Agder,3596
A,2008,10 - 14,Kvinne,Buskerud,7967
A,2008,10 - 14,Kvinne,Finnmark,2444
A,2008,10 - 14,Kvinne,Hedmark,5730
A,2008,10 - 14,Kvinne,Hordaland,15432
A,2008,10 - 14,Kvinne,Møre og Romsdal,8144
A,2008,10 - 14,Kvinne,Nordland,8028
A,2008,10 - 14,Kvinne,Oppland,5668
A,2008,10 - 14,Kvinne,Oslo,13131
A,2008,10 - 14,Kvinne,Rogaland,14708
A,2008,10 - 14,Kvinne,Sogn og Fjordane,3726
A,2008,10 - 14,Kvinne,Telemark,5316
A,2008,10 - 14,Kvinne,Troms,5036
A,2008,10 - 14,Kvinne,Trøndelag,13573
A,2008,10 - 14,Kvinne,Vest-Agder,5935
A,2008,10 - 14,Kvinne,Vestfold,7428
A,2008,10 - 14,Kvinne,Østfold,8539
A,2008,10 - 14,Mann,Hele landet,161178
A,2008,10 - 14,Mann,Helseregion Midt-Norge,22918
A,2008,10 - 14,Mann,Helseregion Nord-Norge,16568
A,2008,10 - 14,Mann,Helseregion Sør-Øst,86088
A,2008,10 - 14,Mann,Helseregion Vest,35604
A,2008,10 - 14,Mann,Akershus,19096
A,2008,10 - 14,Mann,Aust-Agder,3758
A,2008,10 - 14,Mann,Buskerud,8406
A,2008,10 - 14,Mann,Finnmark,2658
A,2008,10 - 14,Mann,Hedmark,6171
A,2008,10 - 14,Mann,Hordaland,16200
A,2008,10 - 14,Mann,Møre og Romsdal,8702
A,2008,10 - 14,Mann,Nordland,8354
A,2008,10 - 14,Mann,Oppland,6027
A,2008,10 - 14,Mann,Oslo,14142
A,2008,10 - 14,Mann,Rogaland,15448
A,2008,10 - 14,Mann,Sogn og Fjordane,3956
A,2008,10 - 14,Mann,Telemark,5550
A,2008,10 - 14,Mann,Troms,5556
A,2008,10 - 14,Mann,Trøndelag,14217
A,2008,10 - 14,Mann,Vest-Agder,6080
A,2008,10 - 14,Mann,Vestfold,7910
A,2008,10 - 14,Mann,Østfold,8948
A,2008,15 - 19,Kvinne,Hele landet,154722
A,2008,15 - 19,Kvinne,Helseregion Midt-Norge,22290
A,2008,15 - 19,Kvinne,Helseregion Nord-Norge,15706
A,2008,15 - 19,Kvinne,Helseregion Sør-Øst,83007
A,2008,15 - 19,Kvinne,Helseregion Vest,33720
A,2008,15 - 19,Kvinne,Akershus,17925
A,2008,15 - 19,Kvinne,Aust-Agder,3686
A,2008,15 - 19,Kvinne,Buskerud,8102
A,2008,15 - 19,Kvinne,Finnmark,2504
A,2008,15 - 19,Kvinne,Hedmark,6152
A,2008,15 - 19,Kvinne,Hordaland,15490
A,2008,15 - 19,Kvinne,Møre og Romsdal,8556
A,2008,15 - 19,Kvinne,Nordland,8046
A,2008,15 - 19,Kvinne,Oppland,5928
A,2008,15 - 19,Kvinne,Oslo,13628
A,2008,15 - 19,Kvinne,Rogaland,14399
A,2008,15 - 19,Kvinne,Sogn og Fjordane,3830
A,2008,15 - 19,Kvinne,Telemark,5512
A,2008,15 - 19,Kvinne,Troms,5156
A,2008,15 - 19,Kvinne,Trøndelag,13734
A,2008,15 - 19,Kvinne,Vest-Agder,5894
A,2008,15 - 19,Kvinne,Vestfold,7625
A,2008,15 - 19,Kvinne,Østfold,8554
A,2008,15 - 19,Mann,Hele landet,163396
A,2008,15 - 19,Mann,Helseregion Midt-Norge,23361
A,2008,15 - 19,Mann,Helseregion Nord-Norge,16994
A,2008,15 - 19,Mann,Helseregion Sør-Øst,87046
A,2008,15 - 19,Mann,Helseregion Vest,35994
A,2008,15 - 19,Mann,Akershus,19034
A,2008,15 - 19,Mann,Aust-Agder,3852
A,2008,15 - 19,Mann,Buskerud,8352
A,2008,15 - 19,Mann,Finnmark,2664
A,2008,15 - 19,Mann,Hedmark,6515
A,2008,15 - 19,Mann,Hordaland,16422
A,2008,15 - 19,Mann,Møre og Romsdal,8914
A,2008,15 - 19,Mann,Nordland,8766
A,2008,15 - 19,Mann,Oppland,6230
A,2008,15 - 19,Mann,Oslo,13772
A,2008,15 - 19,Mann,Rogaland,15466
A,2008,15 - 19,Mann,Sogn og Fjordane,4107
A,2008,15 - 19,Mann,Telemark,5834
A,2008,15 - 19,Mann,Troms,5565
A,2008,15 - 19,Mann,Trøndelag,14448
A,2008,15 - 19,Mann,Vest-Agder,6254
A,2008,15 - 19,Mann,Vestfold,8029
A,2008,15 - 19,Mann,Østfold,9174
A,2008,20 - 24,Kvinne,Hele landet,142851
A,2008,20 - 24,Kvinne,Helseregion Midt-Norge,20680
A,2008,20 - 24,Kvinne,Helseregion Nord-Norge,13686
A,2008,20 - 24,Kvinne,Helseregion Sør-Øst,76855
A,2008,20 - 24,Kvinne,Helseregion Vest,31630
A,2008,20 - 24,Kvinne,Akershus,13513
A,2008,20 - 24,Kvinne,Aust-Agder,3223
A,2008,20 - 24,Kvinne,Buskerud,7102
A,2008,20 - 24,Kvinne,Finnmark,2156
A,2008,20 - 24,Kvinne,Hedmark,5146
A,2008,20 - 24,Kvinne,Hordaland,14976
A,2008,20 - 24,Kvinne,Møre og Romsdal,7395
A,2008,20 - 24,Kvinne,Nordland,6826
A,2008,20 - 24,Kvinne,Oppland,4947
A,2008,20 - 24,Kvinne,Oslo,18798
