Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumAntall_unike_pasienter
N03AX09,2006,20 - 24,Mann,Buskerud,29
N03AX09,2006,20 - 24,Mann,Finnmark,7
N03AX09,2006,20 - 24,Mann,Hedmark,11
N03AX09,2006,20 - 24,Mann,Hordaland,59
N03AX09,2006,20 - 24,Mann,Møre og Romsdal,43
N03AX09,2006,20 - 24,Mann,Nordland,28
N03AX09,2006,20 - 24,Mann,Oppland,24
N03AX09,2006,20 - 24,Mann,Oslo,61
N03AX09,2006,20 - 24,Mann,Rogaland,41
N03AX09,2006,20 - 24,Mann,Sogn og Fjordane,16
N03AX09,2006,20 - 24,Mann,Telemark,15
N03AX09,2006,20 - 24,Mann,Troms,18
N03AX09,2006,20 - 24,Mann,Trøndelag,45
N03AX09,2006,20 - 24,Mann,Vest-Agder,12
N03AX09,2006,20 - 24,Mann,Vestfold,16
N03AX09,2006,20 - 24,Mann,Østfold,21
N03AX09,2006,25 - 29,Kvinne,Hele landet,956
N03AX09,2006,25 - 29,Kvinne,Helseregion Midt-Norge,144
N03AX09,2006,25 - 29,Kvinne,Helseregion Nord-Norge,73
N03AX09,2006,25 - 29,Kvinne,Helseregion Sør-Øst,552
N03AX09,2006,25 - 29,Kvinne,Helseregion Vest,187
N03AX09,2006,25 - 29,Kvinne,Akershus,106
N03AX09,2006,25 - 29,Kvinne,Aust-Agder,18
N03AX09,2006,25 - 29,Kvinne,Buskerud,60
N03AX09,2006,25 - 29,Kvinne,Finnmark,12
N03AX09,2006,25 - 29,Kvinne,Hedmark,22
N03AX09,2006,25 - 29,Kvinne,Hordaland,92
N03AX09,2006,25 - 29,Kvinne,Møre og Romsdal,60
N03AX09,2006,25 - 29,Kvinne,Nordland,43
N03AX09,2006,25 - 29,Kvinne,Oppland,42
N03AX09,2006,25 - 29,Kvinne,Oslo,158
N03AX09,2006,25 - 29,Kvinne,Rogaland,81
N03AX09,2006,25 - 29,Kvinne,Sogn og Fjordane,14
N03AX09,2006,25 - 29,Kvinne,Telemark,35
N03AX09,2006,25 - 29,Kvinne,Troms,18
N03AX09,2006,25 - 29,Kvinne,Trøndelag,84
N03AX09,2006,25 - 29,Kvinne,Vest-Agder,31
N03AX09,2006,25 - 29,Kvinne,Vestfold,37
N03AX09,2006,25 - 29,Kvinne,Østfold,43
N03AX09,2006,25 - 29,Mann,Hele landet,562
N03AX09,2006,25 - 29,Mann,Helseregion Midt-Norge,84
N03AX09,2006,25 - 29,Mann,Helseregion Nord-Norge,45
N03AX09,2006,25 - 29,Mann,Helseregion Sør-Øst,298
N03AX09,2006,25 - 29,Mann,Helseregion Vest,135
N03AX09,2006,25 - 29,Mann,Akershus,50
N03AX09,2006,25 - 29,Mann,Aust-Agder,14
N03AX09,2006,25 - 29,Mann,Buskerud,36
N03AX09,2006,25 - 29,Mann,Finnmark,8
N03AX09,2006,25 - 29,Mann,Hedmark,18
N03AX09,2006,25 - 29,Mann,Hordaland,67
N03AX09,2006,25 - 29,Mann,Møre og Romsdal,34
N03AX09,2006,25 - 29,Mann,Nordland,20
N03AX09,2006,25 - 29,Mann,Oppland,22
N03AX09,2006,25 - 29,Mann,Oslo,76
N03AX09,2006,25 - 29,Mann,Rogaland,55
N03AX09,2006,25 - 29,Mann,Sogn og Fjordane,13
N03AX09,2006,25 - 29,Mann,Telemark,17
N03AX09,2006,25 - 29,Mann,Troms,17
N03AX09,2006,25 - 29,Mann,Trøndelag,50
N03AX09,2006,25 - 29,Mann,Vest-Agder,26
N03AX09,2006,25 - 29,Mann,Vestfold,18
N03AX09,2006,25 - 29,Mann,Østfold,21
N03AX09,2006,30 - 34,Kvinne,Hele landet,1013
N03AX09,2006,30 - 34,Kvinne,Helseregion Midt-Norge,143
N03AX09,2006,30 - 34,Kvinne,Helseregion Nord-Norge,83
N03AX09,2006,30 - 34,Kvinne,Helseregion Sør-Øst,609
N03AX09,2006,30 - 34,Kvinne,Helseregion Vest,178
N03AX09,2006,30 - 34,Kvinne,Akershus,107
N03AX09,2006,30 - 34,Kvinne,Aust-Agder,34
N03AX09,2006,30 - 34,Kvinne,Buskerud,78
N03AX09,2006,30 - 34,Kvinne,Finnmark,11
N03AX09,2006,30 - 34,Kvinne,Hedmark,36
N03AX09,2006,30 - 34,Kvinne,Hordaland,98
N03AX09,2006,30 - 34,Kvinne,Møre og Romsdal,53
N03AX09,2006,30 - 34,Kvinne,Nordland,51
N03AX09,2006,30 - 34,Kvinne,Oppland,43
N03AX09,2006,30 - 34,Kvinne,Oslo,159
N03AX09,2006,30 - 34,Kvinne,Rogaland,65
N03AX09,2006,30 - 34,Kvinne,Sogn og Fjordane,15
N03AX09,2006,30 - 34,Kvinne,Telemark,27
N03AX09,2006,30 - 34,Kvinne,Troms,21
N03AX09,2006,30 - 34,Kvinne,Trøndelag,90
N03AX09,2006,30 - 34,Kvinne,Vest-Agder,44
N03AX09,2006,30 - 34,Kvinne,Vestfold,28
N03AX09,2006,30 - 34,Kvinne,Østfold,53
N03AX09,2006,30 - 34,Mann,Hele landet,603
N03AX09,2006,30 - 34,Mann,Helseregion Midt-Norge,80
N03AX09,2006,30 - 34,Mann,Helseregion Nord-Norge,47
N03AX09,2006,30 - 34,Mann,Helseregion Sør-Øst,339
N03AX09,2006,30 - 34,Mann,Helseregion Vest,137
N03AX09,2006,30 - 34,Mann,Akershus,57
N03AX09,2006,30 - 34,Mann,Aust-Agder,21
N03AX09,2006,30 - 34,Mann,Buskerud,31
N03AX09,2006,30 - 34,Mann,Finnmark,6
N03AX09,2006,30 - 34,Mann,Hedmark,26
N03AX09,2006,30 - 34,Mann,Hordaland,79
N03AX09,2006,30 - 34,Mann,Møre og Romsdal,21
N03AX09,2006,30 - 34,Mann,Nordland,27
N03AX09,2006,30 - 34,Mann,Oppland,26
N03AX09,2006,30 - 34,Mann,Oslo,86
N03AX09,2006,30 - 34,Mann,Rogaland,45
N03AX09,2006,30 - 34,Mann,Sogn og Fjordane,13
N03AX09,2006,30 - 34,Mann,Telemark,15
N03AX09,2006,30 - 34,Mann,Troms,14
N03AX09,2006,30 - 34,Mann,Trøndelag,59
N03AX09,2006,30 - 34,Mann,Vest-Agder,22
N03AX09,2006,30 - 34,Mann,Vestfold,24
N03AX09,2006,30 - 34,Mann,Østfold,31
N03AX09,2006,35 - 39,Kvinne,Hele landet,1069
N03AX09,2006,35 - 39,Kvinne,Helseregion Midt-Norge,148
N03AX09,2006,35 - 39,Kvinne,Helseregion Nord-Norge,77
N03AX09,2006,35 - 39,Kvinne,Helseregion Sør-Øst,637
N03AX09,2006,35 - 39,Kvinne,Helseregion Vest,207
N03AX09,2006,35 - 39,Kvinne,Akershus,118
N03AX09,2006,35 - 39,Kvinne,Aust-Agder,35
N03AX09,2006,35 - 39,Kvinne,Buskerud,77
N03AX09,2006,35 - 39,Kvinne,Finnmark,8
N03AX09,2006,35 - 39,Kvinne,Hedmark,47
N03AX09,2006,35 - 39,Kvinne,Hordaland,129
N03AX09,2006,35 - 39,Kvinne,Møre og Romsdal,63
N03AX09,2006,35 - 39,Kvinne,Nordland,42
N03AX09,2006,35 - 39,Kvinne,Oppland,53
N03AX09,2006,35 - 39,Kvinne,Oslo,137
N03AX09,2006,35 - 39,Kvinne,Rogaland,67
N03AX09,2006,35 - 39,Kvinne,Sogn og Fjordane,11
N03AX09,2006,35 - 39,Kvinne,Telemark,33
N03AX09,2006,35 - 39,Kvinne,Troms,27
N03AX09,2006,35 - 39,Kvinne,Trøndelag,85
N03AX09,2006,35 - 39,Kvinne,Vest-Agder,40
N03AX09,2006,35 - 39,Kvinne,Vestfold,48
N03AX09,2006,35 - 39,Kvinne,Østfold,49
N03AX09,2006,35 - 39,Mann,Hele landet,675
N03AX09,2006,35 - 39,Mann,Helseregion Midt-Norge,103
N03AX09,2006,35 - 39,Mann,Helseregion Nord-Norge,63
N03AX09,2006,35 - 39,Mann,Helseregion Sør-Øst,368
N03AX09,2006,35 - 39,Mann,Helseregion Vest,141
N03AX09,2006,35 - 39,Mann,Akershus,72
N03AX09,2006,35 - 39,Mann,Aust-Agder,20
N03AX09,2006,35 - 39,Mann,Buskerud,45
N03AX09,2006,35 - 39,Mann,Finnmark,10
N03AX09,2006,35 - 39,Mann,Hedmark,20
N03AX09,2006,35 - 39,Mann,Hordaland,77
N03AX09,2006,35 - 39,Mann,Møre og Romsdal,46
N03AX09,2006,35 - 39,Mann,Nordland,33
N03AX09,2006,35 - 39,Mann,Oppland,36
N03AX09,2006,35 - 39,Mann,Oslo,84
N03AX09,2006,35 - 39,Mann,Rogaland,47
N03AX09,2006,35 - 39,Mann,Sogn og Fjordane,17
N03AX09,2006,35 - 39,Mann,Telemark,16
N03AX09,2006,35 - 39,Mann,Troms,20
N03AX09,2006,35 - 39,Mann,Trøndelag,57
N03AX09,2006,35 - 39,Mann,Vest-Agder,27
N03AX09,2006,35 - 39,Mann,Vestfold,17
N03AX09,2006,35 - 39,Mann,Østfold,31
N03AX09,2006,40 - 44,Kvinne,Hele landet,982
N03AX09,2006,40 - 44,Kvinne,Helseregion Midt-Norge,117
N03AX09,2006,40 - 44,Kvinne,Helseregion Nord-Norge,73
N03AX09,2006,40 - 44,Kvinne,Helseregion Sør-Øst,596
N03AX09,2006,40 - 44,Kvinne,Helseregion Vest,196
N03AX09,2006,40 - 44,Kvinne,Akershus,132
N03AX09,2006,40 - 44,Kvinne,Aust-Agder,24
N03AX09,2006,40 - 44,Kvinne,Buskerud,65
N03AX09,2006,40 - 44,Kvinne,Finnmark,14
N03AX09,2006,40 - 44,Kvinne,Hedmark,32
N03AX09,2006,40 - 44,Kvinne,Hordaland,102
N03AX09,2006,40 - 44,Kvinne,Møre og Romsdal,50
N03AX09,2006,40 - 44,Kvinne,Nordland,43
N03AX09,2006,40 - 44,Kvinne,Oppland,55
N03AX09,2006,40 - 44,Kvinne,Oslo,122
N03AX09,2006,40 - 44,Kvinne,Rogaland,82
N03AX09,2006,40 - 44,Kvinne,Sogn og Fjordane,12
N03AX09,2006,40 - 44,Kvinne,Telemark,33
N03AX09,2006,40 - 44,Kvinne,Troms,16
N03AX09,2006,40 - 44,Kvinne,Trøndelag,67
N03AX09,2006,40 - 44,Kvinne,Vest-Agder,35
N03AX09,2006,40 - 44,Kvinne,Vestfold,45
N03AX09,2006,40 - 44,Kvinne,Østfold,53
N03AX09,2006,40 - 44,Mann,Hele landet,621
N03AX09,2006,40 - 44,Mann,Helseregion Midt-Norge,93
N03AX09,2006,40 - 44,Mann,Helseregion Nord-Norge,52
N03AX09,2006,40 - 44,Mann,Helseregion Sør-Øst,354
N03AX09,2006,40 - 44,Mann,Helseregion Vest,122
N03AX09,2006,40 - 44,Mann,Akershus,68
N03AX09,2006,40 - 44,Mann,Aust-Agder,18
N03AX09,2006,40 - 44,Mann,Buskerud,42
N03AX09,2006,40 - 44,Mann,Finnmark,6
N03AX09,2006,40 - 44,Mann,Hedmark,31
N03AX09,2006,40 - 44,Mann,Hordaland,68
N03AX09,2006,40 - 44,Mann,Møre og Romsdal,38
N03AX09,2006,40 - 44,Mann,Nordland,32
N03AX09,2006,40 - 44,Mann,Oppland,28
N03AX09,2006,40 - 44,Mann,Oslo,76
N03AX09,2006,40 - 44,Mann,Rogaland,42
N03AX09,2006,40 - 44,Mann,Sogn og Fjordane,12
N03AX09,2006,40 - 44,Mann,Telemark,22
N03AX09,2006,40 - 44,Mann,Troms,14
N03AX09,2006,40 - 44,Mann,Trøndelag,55
N03AX09,2006,40 - 44,Mann,Vest-Agder,15
N03AX09,2006,40 - 44,Mann,Vestfold,22
N03AX09,2006,40 - 44,Mann,Østfold,32
N03AX09,2006,45 - 49,Kvinne,Hele landet,883
N03AX09,2006,45 - 49,Kvinne,Helseregion Midt-Norge,109
N03AX09,2006,45 - 49,Kvinne,Helseregion Nord-Norge,84
N03AX09,2006,45 - 49,Kvinne,Helseregion Sør-Øst,536
N03AX09,2006,45 - 49,Kvinne,Helseregion Vest,154
N03AX09,2006,45 - 49,Kvinne,Akershus,95
N03AX09,2006,45 - 49,Kvinne,Aust-Agder,31
N03AX09,2006,45 - 49,Kvinne,Buskerud,59
N03AX09,2006,45 - 49,Kvinne,Finnmark,9
N03AX09,2006,45 - 49,Kvinne,Hedmark,43
N03AX09,2006,45 - 49,Kvinne,Hordaland,77
N03AX09,2006,45 - 49,Kvinne,Møre og Romsdal,44
N03AX09,2006,45 - 49,Kvinne,Nordland,53
N03AX09,2006,45 - 49,Kvinne,Oppland,47
N03AX09,2006,45 - 49,Kvinne,Oslo,106
N03AX09,2006,45 - 49,Kvinne,Rogaland,65
N03AX09,2006,45 - 49,Kvinne,Sogn og Fjordane,12
N03AX09,2006,45 - 49,Kvinne,Telemark,29
N03AX09,2006,45 - 49,Kvinne,Troms,22
N03AX09,2006,45 - 49,Kvinne,Trøndelag,65
N03AX09,2006,45 - 49,Kvinne,Vest-Agder,44
N03AX09,2006,45 - 49,Kvinne,Vestfold,29
N03AX09,2006,45 - 49,Kvinne,Østfold,53
N03AX09,2006,45 - 49,Mann,Hele landet,600
N03AX09,2006,45 - 49,Mann,Helseregion Midt-Norge,73
N03AX09,2006,45 - 49,Mann,Helseregion Nord-Norge,56
N03AX09,2006,45 - 49,Mann,Helseregion Sør-Øst,331
N03AX09,2006,45 - 49,Mann,Helseregion Vest,140
N03AX09,2006,45 - 49,Mann,Akershus,69
N03AX09,2006,45 - 49,Mann,Aust-Agder,13
N03AX09,2006,45 - 49,Mann,Buskerud,31
N03AX09,2006,45 - 49,Mann,Finnmark,
N03AX09,2006,45 - 49,Mann,Hedmark,35
N03AX09,2006,45 - 49,Mann,Hordaland,74
N03AX09,2006,45 - 49,Mann,Møre og Romsdal,26
N03AX09,2006,45 - 49,Mann,Nordland,37
N03AX09,2006,45 - 49,Mann,Oppland,38
N03AX09,2006,45 - 49,Mann,Oslo,65
N03AX09,2006,45 - 49,Mann,Rogaland,53
N03AX09,2006,45 - 49,Mann,Sogn og Fjordane,13
N03AX09,2006,45 - 49,Mann,Telemark,19
N03AX09,2006,45 - 49,Mann,Troms,16
N03AX09,2006,45 - 49,Mann,Trøndelag,47
N03AX09,2006,45 - 49,Mann,Vest-Agder,17
N03AX09,2006,45 - 49,Mann,Vestfold,22
N03AX09,2006,45 - 49,Mann,Østfold,22
N03AX09,2006,50 - 54,Kvinne,Hele landet,753
N03AX09,2006,50 - 54,Kvinne,Helseregion Midt-Norge,118
N03AX09,2006,50 - 54,Kvinne,Helseregion Nord-Norge,54
N03AX09,2006,50 - 54,Kvinne,Helseregion Sør-Øst,437
N03AX09,2006,50 - 54,Kvinne,Helseregion Vest,144
N03AX09,2006,50 - 54,Kvinne,Akershus,86
N03AX09,2006,50 - 54,Kvinne,Aust-Agder,34
N03AX09,2006,50 - 54,Kvinne,Buskerud,37
N03AX09,2006,50 - 54,Kvinne,Finnmark,10
N03AX09,2006,50 - 54,Kvinne,Hedmark,31
N03AX09,2006,50 - 54,Kvinne,Hordaland,83
N03AX09,2006,50 - 54,Kvinne,Møre og Romsdal,48
N03AX09,2006,50 - 54,Kvinne,Nordland,34
N03AX09,2006,50 - 54,Kvinne,Oppland,40
N03AX09,2006,50 - 54,Kvinne,Oslo,77
N03AX09,2006,50 - 54,Kvinne,Rogaland,52
N03AX09,2006,50 - 54,Kvinne,Sogn og Fjordane,9
N03AX09,2006,50 - 54,Kvinne,Telemark,32
N03AX09,2006,50 - 54,Kvinne,Troms,10
N03AX09,2006,50 - 54,Kvinne,Trøndelag,70
N03AX09,2006,50 - 54,Kvinne,Vest-Agder,28
N03AX09,2006,50 - 54,Kvinne,Vestfold,33
N03AX09,2006,50 - 54,Kvinne,Østfold,39
N03AX09,2006,50 - 54,Mann,Hele landet,584
N03AX09,2006,50 - 54,Mann,Helseregion Midt-Norge,98
N03AX09,2006,50 - 54,Mann,Helseregion Nord-Norge,43
N03AX09,2006,50 - 54,Mann,Helseregion Sør-Øst,316
N03AX09,2006,50 - 54,Mann,Helseregion Vest,127
N03AX09,2006,50 - 54,Mann,Akershus,51
N03AX09,2006,50 - 54,Mann,Aust-Agder,11
N03AX09,2006,50 - 54,Mann,Buskerud,41
N03AX09,2006,50 - 54,Mann,Finnmark,11
N03AX09,2006,50 - 54,Mann,Hedmark,30
N03AX09,2006,50 - 54,Mann,Hordaland,62
N03AX09,2006,50 - 54,Mann,Møre og Romsdal,44
N03AX09,2006,50 - 54,Mann,Nordland,19
N03AX09,2006,50 - 54,Mann,Oppland,28
N03AX09,2006,50 - 54,Mann,Oslo,67
N03AX09,2006,50 - 54,Mann,Rogaland,50
N03AX09,2006,50 - 54,Mann,Sogn og Fjordane,15
N03AX09,2006,50 - 54,Mann,Telemark,11
N03AX09,2006,50 - 54,Mann,Troms,13
N03AX09,2006,50 - 54,Mann,Trøndelag,54
N03AX09,2006,50 - 54,Mann,Vest-Agder,29
N03AX09,2006,50 - 54,Mann,Vestfold,18
N03AX09,2006,50 - 54,Mann,Østfold,30
N03AX09,2006,55 - 59,Kvinne,Hele landet,631
N03AX09,2006,55 - 59,Kvinne,Helseregion Midt-Norge,91
N03AX09,2006,55 - 59,Kvinne,Helseregion Nord-Norge,44
N03AX09,2006,55 - 59,Kvinne,Helseregion Sør-Øst,362
N03AX09,2006,55 - 59,Kvinne,Helseregion Vest,134
N03AX09,2006,55 - 59,Kvinne,Akershus,58
N03AX09,2006,55 - 59,Kvinne,Aust-Agder,21
N03AX09,2006,55 - 59,Kvinne,Buskerud,40
N03AX09,2006,55 - 59,Kvinne,Finnmark,10
N03AX09,2006,55 - 59,Kvinne,Hedmark,39
N03AX09,2006,55 - 59,Kvinne,Hordaland,68
N03AX09,2006,55 - 59,Kvinne,Møre og Romsdal,33
N03AX09,2006,55 - 59,Kvinne,Nordland,24
N03AX09,2006,55 - 59,Kvinne,Oppland,31
N03AX09,2006,55 - 59,Kvinne,Oslo,78
N03AX09,2006,55 - 59,Kvinne,Rogaland,55
N03AX09,2006,55 - 59,Kvinne,Sogn og Fjordane,11
N03AX09,2006,55 - 59,Kvinne,Telemark,18
N03AX09,2006,55 - 59,Kvinne,Troms,10
N03AX09,2006,55 - 59,Kvinne,Trøndelag,58
N03AX09,2006,55 - 59,Kvinne,Vest-Agder,20
N03AX09,2006,55 - 59,Kvinne,Vestfold,28
N03AX09,2006,55 - 59,Kvinne,Østfold,29
N03AX09,2006,55 - 59,Mann,Hele landet,454
N03AX09,2006,55 - 59,Mann,Helseregion Midt-Norge,73
N03AX09,2006,55 - 59,Mann,Helseregion Nord-Norge,42
N03AX09,2006,55 - 59,Mann,Helseregion Sør-Øst,253
N03AX09,2006,55 - 59,Mann,Helseregion Vest,86
N03AX09,2006,55 - 59,Mann,Akershus,39
N03AX09,2006,55 - 59,Mann,Aust-Agder,24
N03AX09,2006,55 - 59,Mann,Buskerud,33
N03AX09,2006,55 - 59,Mann,Finnmark,9
N03AX09,2006,55 - 59,Mann,Hedmark,25
N03AX09,2006,55 - 59,Mann,Hordaland,52
N03AX09,2006,55 - 59,Mann,Møre og Romsdal,34
N03AX09,2006,55 - 59,Mann,Nordland,22
N03AX09,2006,55 - 59,Mann,Oppland,22
N03AX09,2006,55 - 59,Mann,Oslo,50
N03AX09,2006,55 - 59,Mann,Rogaland,23
N03AX09,2006,55 - 59,Mann,Sogn og Fjordane,11
N03AX09,2006,55 - 59,Mann,Telemark,11
N03AX09,2006,55 - 59,Mann,Troms,11
N03AX09,2006,55 - 59,Mann,Trøndelag,39
N03AX09,2006,55 - 59,Mann,Vest-Agder,11
N03AX09,2006,55 - 59,Mann,Vestfold,19
N03AX09,2006,55 - 59,Mann,Østfold,19
N03AX09,2006,60 - 64,Kvinne,Hele landet,454
N03AX09,2006,60 - 64,Kvinne,Helseregion Midt-Norge,72
N03AX09,2006,60 - 64,Kvinne,Helseregion Nord-Norge,54
N03AX09,2006,60 - 64,Kvinne,Helseregion Sør-Øst,251
N03AX09,2006,60 - 64,Kvinne,Helseregion Vest,77
N03AX09,2006,60 - 64,Kvinne,Akershus,58
N03AX09,2006,60 - 64,Kvinne,Aust-Agder,11
N03AX09,2006,60 - 64,Kvinne,Buskerud,22
N03AX09,2006,60 - 64,Kvinne,Finnmark,9
N03AX09,2006,60 - 64,Kvinne,Hedmark,20
N03AX09,2006,60 - 64,Kvinne,Hordaland,37
N03AX09,2006,60 - 64,Kvinne,Møre og Romsdal,29
N03AX09,2006,60 - 64,Kvinne,Nordland,29
N03AX09,2006,60 - 64,Kvinne,Oppland,20
N03AX09,2006,60 - 64,Kvinne,Oslo,48
N03AX09,2006,60 - 64,Kvinne,Rogaland,37
N03AX09,2006,60 - 64,Kvinne,Sogn og Fjordane,
N03AX09,2006,60 - 64,Kvinne,Telemark,10
N03AX09,2006,60 - 64,Kvinne,Troms,16
N03AX09,2006,60 - 64,Kvinne,Trøndelag,43
N03AX09,2006,60 - 64,Kvinne,Vest-Agder,16
N03AX09,2006,60 - 64,Kvinne,Vestfold,20
N03AX09,2006,60 - 64,Kvinne,Østfold,26
N03AX09,2006,60 - 64,Mann,Hele landet,382
N03AX09,2006,60 - 64,Mann,Helseregion Midt-Norge,67
N03AX09,2006,60 - 64,Mann,Helseregion Nord-Norge,32
N03AX09,2006,60 - 64,Mann,Helseregion Sør-Øst,206
N03AX09,2006,60 - 64,Mann,Helseregion Vest,77
N03AX09,2006,60 - 64,Mann,Akershus,38
N03AX09,2006,60 - 64,Mann,Aust-Agder,5
N03AX09,2006,60 - 64,Mann,Buskerud,29
N03AX09,2006,60 - 64,Mann,Finnmark,
N03AX09,2006,60 - 64,Mann,Hedmark,24
N03AX09,2006,60 - 64,Mann,Hordaland,35
N03AX09,2006,60 - 64,Mann,Møre og Romsdal,24
N03AX09,2006,60 - 64,Mann,Nordland,18
N03AX09,2006,60 - 64,Mann,Oppland,19
N03AX09,2006,60 - 64,Mann,Oslo,39
N03AX09,2006,60 - 64,Mann,Rogaland,28
N03AX09,2006,60 - 64,Mann,Sogn og Fjordane,14
N03AX09,2006,60 - 64,Mann,Telemark,8
N03AX09,2006,60 - 64,Mann,Troms,10
N03AX09,2006,60 - 64,Mann,Trøndelag,43
N03AX09,2006,60 - 64,Mann,Vest-Agder,10
N03AX09,2006,60 - 64,Mann,Vestfold,12
N03AX09,2006,60 - 64,Mann,Østfold,22
N03AX09,2006,65 - 69,Kvinne,Hele landet,278
N03AX09,2006,65 - 69,Kvinne,Helseregion Midt-Norge,48
N03AX09,2006,65 - 69,Kvinne,Helseregion Nord-Norge,28
N03AX09,2006,65 - 69,Kvinne,Helseregion Sør-Øst,143
N03AX09,2006,65 - 69,Kvinne,Helseregion Vest,59
N03AX09,2006,65 - 69,Kvinne,Akershus,33
N03AX09,2006,65 - 69,Kvinne,Aust-Agder,6
N03AX09,2006,65 - 69,Kvinne,Buskerud,16
N03AX09,2006,65 - 69,Kvinne,Finnmark,
N03AX09,2006,65 - 69,Kvinne,Hedmark,9
N03AX09,2006,65 - 69,Kvinne,Hordaland,33
N03AX09,2006,65 - 69,Kvinne,Møre og Romsdal,23
N03AX09,2006,65 - 69,Kvinne,Nordland,20
N03AX09,2006,65 - 69,Kvinne,Oppland,
N03AX09,2006,65 - 69,Kvinne,Oslo,32
N03AX09,2006,65 - 69,Kvinne,Rogaland,17
N03AX09,2006,65 - 69,Kvinne,Sogn og Fjordane,9
N03AX09,2006,65 - 69,Kvinne,Telemark,8
N03AX09,2006,65 - 69,Kvinne,Troms,6
N03AX09,2006,65 - 69,Kvinne,Trøndelag,25
N03AX09,2006,65 - 69,Kvinne,Vest-Agder,9
N03AX09,2006,65 - 69,Kvinne,Vestfold,14
N03AX09,2006,65 - 69,Kvinne,Østfold,12
N03AX09,2006,65 - 69,Mann,Hele landet,235
N03AX09,2006,65 - 69,Mann,Helseregion Midt-Norge,36
N03AX09,2006,65 - 69,Mann,Helseregion Nord-Norge,22
N03AX09,2006,65 - 69,Mann,Helseregion Sør-Øst,116
N03AX09,2006,65 - 69,Mann,Helseregion Vest,61
N03AX09,2006,65 - 69,Mann,Akershus,21
N03AX09,2006,65 - 69,Mann,Aust-Agder,10
N03AX09,2006,65 - 69,Mann,Buskerud,14
N03AX09,2006,65 - 69,Mann,Finnmark,
N03AX09,2006,65 - 69,Mann,Hedmark,20
N03AX09,2006,65 - 69,Mann,Hordaland,32
N03AX09,2006,65 - 69,Mann,Møre og Romsdal,18
N03AX09,2006,65 - 69,Mann,Nordland,15
N03AX09,2006,65 - 69,Mann,Oppland,8
N03AX09,2006,65 - 69,Mann,Oslo,20
N03AX09,2006,65 - 69,Mann,Rogaland,23
N03AX09,2006,65 - 69,Mann,Sogn og Fjordane,6
N03AX09,2006,65 - 69,Mann,Telemark,
N03AX09,2006,65 - 69,Mann,Troms,
N03AX09,2006,65 - 69,Mann,Trøndelag,18
N03AX09,2006,65 - 69,Mann,Vest-Agder,
N03AX09,2006,65 - 69,Mann,Vestfold,5
N03AX09,2006,65 - 69,Mann,Østfold,11
N03AX09,2006,70 - 74,Kvinne,Hele landet,245
N03AX09,2006,70 - 74,Kvinne,Helseregion Midt-Norge,50
N03AX09,2006,70 - 74,Kvinne,Helseregion Nord-Norge,21
N03AX09,2006,70 - 74,Kvinne,Helseregion Sør-Øst,116
N03AX09,2006,70 - 74,Kvinne,Helseregion Vest,58
N03AX09,2006,70 - 74,Kvinne,Akershus,18
N03AX09,2006,70 - 74,Kvinne,Aust-Agder,5
N03AX09,2006,70 - 74,Kvinne,Buskerud,16
N03AX09,2006,70 - 74,Kvinne,Finnmark,
N03AX09,2006,70 - 74,Kvinne,Hedmark,10
N03AX09,2006,70 - 74,Kvinne,Hordaland,29
N03AX09,2006,70 - 74,Kvinne,Møre og Romsdal,24
N03AX09,2006,70 - 74,Kvinne,Nordland,8
N03AX09,2006,70 - 74,Kvinne,Oppland,11
N03AX09,2006,70 - 74,Kvinne,Oslo,22
N03AX09,2006,70 - 74,Kvinne,Rogaland,20
N03AX09,2006,70 - 74,Kvinne,Sogn og Fjordane,9
N03AX09,2006,70 - 74,Kvinne,Telemark,
N03AX09,2006,70 - 74,Kvinne,Troms,11
N03AX09,2006,70 - 74,Kvinne,Trøndelag,26
N03AX09,2006,70 - 74,Kvinne,Vest-Agder,9
N03AX09,2006,70 - 74,Kvinne,Vestfold,5
N03AX09,2006,70 - 74,Kvinne,Østfold,18
N03AX09,2006,70 - 74,Mann,Hele landet,188
N03AX09,2006,70 - 74,Mann,Helseregion Midt-Norge,35
N03AX09,2006,70 - 74,Mann,Helseregion Nord-Norge,19
N03AX09,2006,70 - 74,Mann,Helseregion Sør-Øst,90
N03AX09,2006,70 - 74,Mann,Helseregion Vest,44
N03AX09,2006,70 - 74,Mann,Akershus,18
N03AX09,2006,70 - 74,Mann,Aust-Agder,
N03AX09,2006,70 - 74,Mann,Buskerud,23
N03AX09,2006,70 - 74,Mann,Finnmark,0
N03AX09,2006,70 - 74,Mann,Hedmark,7
N03AX09,2006,70 - 74,Mann,Hordaland,23
N03AX09,2006,70 - 74,Mann,Møre og Romsdal,17
N03AX09,2006,70 - 74,Mann,Nordland,12
N03AX09,2006,70 - 74,Mann,Oppland,
N03AX09,2006,70 - 74,Mann,Oslo,12
N03AX09,2006,70 - 74,Mann,Rogaland,17
N03AX09,2006,70 - 74,Mann,Sogn og Fjordane,
N03AX09,2006,70 - 74,Mann,Telemark,
N03AX09,2006,70 - 74,Mann,Troms,7
N03AX09,2006,70 - 74,Mann,Trøndelag,18
N03AX09,2006,70 - 74,Mann,Vest-Agder,7
N03AX09,2006,70 - 74,Mann,Vestfold,
N03AX09,2006,70 - 74,Mann,Østfold,12
N03AX09,2006,75 - 79,Kvinne,Hele landet,206
