Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumAntall_unike_pasienter
R05,2007,60 - 64,Kvinne,Hordaland,1984
R05,2007,60 - 64,Kvinne,Møre og Romsdal,935
R05,2007,60 - 64,Kvinne,Nordland,924
R05,2007,60 - 64,Kvinne,Oppland,952
R05,2007,60 - 64,Kvinne,Oslo,2532
R05,2007,60 - 64,Kvinne,Rogaland,1396
R05,2007,60 - 64,Kvinne,Sogn og Fjordane,337
R05,2007,60 - 64,Kvinne,Telemark,903
R05,2007,60 - 64,Kvinne,Troms,525
R05,2007,60 - 64,Kvinne,Trøndelag,1665
R05,2007,60 - 64,Kvinne,Vest-Agder,653
R05,2007,60 - 64,Kvinne,Vestfold,1085
R05,2007,60 - 64,Kvinne,Østfold,1586
R05,2007,60 - 64,Mann,Hele landet,14183
R05,2007,60 - 64,Mann,Helseregion Midt-Norge,1766
R05,2007,60 - 64,Mann,Helseregion Nord-Norge,1210
R05,2007,60 - 64,Mann,Helseregion Sør-Øst,8753
R05,2007,60 - 64,Mann,Helseregion Vest,2454
R05,2007,60 - 64,Mann,Akershus,1734
R05,2007,60 - 64,Mann,Aust-Agder,322
R05,2007,60 - 64,Mann,Buskerud,861
R05,2007,60 - 64,Mann,Finnmark,207
R05,2007,60 - 64,Mann,Hedmark,751
R05,2007,60 - 64,Mann,Hordaland,1254
R05,2007,60 - 64,Mann,Møre og Romsdal,643
R05,2007,60 - 64,Mann,Nordland,636
R05,2007,60 - 64,Mann,Oppland,615
R05,2007,60 - 64,Mann,Oslo,1669
R05,2007,60 - 64,Mann,Rogaland,968
R05,2007,60 - 64,Mann,Sogn og Fjordane,232
R05,2007,60 - 64,Mann,Telemark,596
R05,2007,60 - 64,Mann,Troms,367
R05,2007,60 - 64,Mann,Trøndelag,1123
R05,2007,60 - 64,Mann,Vest-Agder,399
R05,2007,60 - 64,Mann,Vestfold,761
R05,2007,60 - 64,Mann,Østfold,1045
R05,2007,65 - 69,Kvinne,Hele landet,14875
R05,2007,65 - 69,Kvinne,Helseregion Midt-Norge,1881
R05,2007,65 - 69,Kvinne,Helseregion Nord-Norge,1257
R05,2007,65 - 69,Kvinne,Helseregion Sør-Øst,9071
R05,2007,65 - 69,Kvinne,Helseregion Vest,2666
R05,2007,65 - 69,Kvinne,Akershus,1789
R05,2007,65 - 69,Kvinne,Aust-Agder,321
R05,2007,65 - 69,Kvinne,Buskerud,887
R05,2007,65 - 69,Kvinne,Finnmark,185
R05,2007,65 - 69,Kvinne,Hedmark,764
R05,2007,65 - 69,Kvinne,Hordaland,1365
R05,2007,65 - 69,Kvinne,Møre og Romsdal,674
R05,2007,65 - 69,Kvinne,Nordland,703
R05,2007,65 - 69,Kvinne,Oppland,666
R05,2007,65 - 69,Kvinne,Oslo,1621
R05,2007,65 - 69,Kvinne,Rogaland,1048
R05,2007,65 - 69,Kvinne,Sogn og Fjordane,253
R05,2007,65 - 69,Kvinne,Telemark,636
R05,2007,65 - 69,Kvinne,Troms,369
R05,2007,65 - 69,Kvinne,Trøndelag,1207
R05,2007,65 - 69,Kvinne,Vest-Agder,495
R05,2007,65 - 69,Kvinne,Vestfold,863
R05,2007,65 - 69,Kvinne,Østfold,1029
R05,2007,65 - 69,Mann,Hele landet,10621
R05,2007,65 - 69,Mann,Helseregion Midt-Norge,1358
R05,2007,65 - 69,Mann,Helseregion Nord-Norge,941
R05,2007,65 - 69,Mann,Helseregion Sør-Øst,6416
R05,2007,65 - 69,Mann,Helseregion Vest,1906
R05,2007,65 - 69,Mann,Akershus,1234
R05,2007,65 - 69,Mann,Aust-Agder,252
R05,2007,65 - 69,Mann,Buskerud,667
R05,2007,65 - 69,Mann,Finnmark,133
R05,2007,65 - 69,Mann,Hedmark,617
R05,2007,65 - 69,Mann,Hordaland,916
R05,2007,65 - 69,Mann,Møre og Romsdal,480
R05,2007,65 - 69,Mann,Nordland,531
R05,2007,65 - 69,Mann,Oppland,525
R05,2007,65 - 69,Mann,Oslo,1028
R05,2007,65 - 69,Mann,Rogaland,798
R05,2007,65 - 69,Mann,Sogn og Fjordane,192
R05,2007,65 - 69,Mann,Telemark,409
R05,2007,65 - 69,Mann,Troms,277
R05,2007,65 - 69,Mann,Trøndelag,878
R05,2007,65 - 69,Mann,Vest-Agder,365
R05,2007,65 - 69,Mann,Vestfold,560
R05,2007,65 - 69,Mann,Østfold,759
R05,2007,70 - 74,Kvinne,Hele landet,12783
R05,2007,70 - 74,Kvinne,Helseregion Midt-Norge,1547
R05,2007,70 - 74,Kvinne,Helseregion Nord-Norge,1147
R05,2007,70 - 74,Kvinne,Helseregion Sør-Øst,7775
R05,2007,70 - 74,Kvinne,Helseregion Vest,2314
R05,2007,70 - 74,Kvinne,Akershus,1399
R05,2007,70 - 74,Kvinne,Aust-Agder,276
R05,2007,70 - 74,Kvinne,Buskerud,809
R05,2007,70 - 74,Kvinne,Finnmark,176
R05,2007,70 - 74,Kvinne,Hedmark,683
R05,2007,70 - 74,Kvinne,Hordaland,1209
R05,2007,70 - 74,Kvinne,Møre og Romsdal,583
R05,2007,70 - 74,Kvinne,Nordland,645
R05,2007,70 - 74,Kvinne,Oppland,583
R05,2007,70 - 74,Kvinne,Oslo,1374
R05,2007,70 - 74,Kvinne,Rogaland,872
R05,2007,70 - 74,Kvinne,Sogn og Fjordane,233
R05,2007,70 - 74,Kvinne,Telemark,498
R05,2007,70 - 74,Kvinne,Troms,326
R05,2007,70 - 74,Kvinne,Trøndelag,964
R05,2007,70 - 74,Kvinne,Vest-Agder,407
R05,2007,70 - 74,Kvinne,Vestfold,777
R05,2007,70 - 74,Kvinne,Østfold,969
R05,2007,70 - 74,Mann,Hele landet,9331
R05,2007,70 - 74,Mann,Helseregion Midt-Norge,1120
R05,2007,70 - 74,Mann,Helseregion Nord-Norge,837
R05,2007,70 - 74,Mann,Helseregion Sør-Øst,5607
R05,2007,70 - 74,Mann,Helseregion Vest,1767
R05,2007,70 - 74,Mann,Akershus,1047
R05,2007,70 - 74,Mann,Aust-Agder,228
R05,2007,70 - 74,Mann,Buskerud,537
R05,2007,70 - 74,Mann,Finnmark,133
R05,2007,70 - 74,Mann,Hedmark,524
R05,2007,70 - 74,Mann,Hordaland,877
R05,2007,70 - 74,Mann,Møre og Romsdal,406
R05,2007,70 - 74,Mann,Nordland,460
R05,2007,70 - 74,Mann,Oppland,433
R05,2007,70 - 74,Mann,Oslo,874
R05,2007,70 - 74,Mann,Rogaland,692
R05,2007,70 - 74,Mann,Sogn og Fjordane,198
R05,2007,70 - 74,Mann,Telemark,413
R05,2007,70 - 74,Mann,Troms,244
R05,2007,70 - 74,Mann,Trøndelag,714
R05,2007,70 - 74,Mann,Vest-Agder,345
R05,2007,70 - 74,Mann,Vestfold,493
R05,2007,70 - 74,Mann,Østfold,713
R05,2007,75 - 79,Kvinne,Hele landet,12012
R05,2007,75 - 79,Kvinne,Helseregion Midt-Norge,1559
R05,2007,75 - 79,Kvinne,Helseregion Nord-Norge,1083
R05,2007,75 - 79,Kvinne,Helseregion Sør-Øst,7217
R05,2007,75 - 79,Kvinne,Helseregion Vest,2153
R05,2007,75 - 79,Kvinne,Akershus,1295
R05,2007,75 - 79,Kvinne,Aust-Agder,232
R05,2007,75 - 79,Kvinne,Buskerud,719
R05,2007,75 - 79,Kvinne,Finnmark,168
R05,2007,75 - 79,Kvinne,Hedmark,706
R05,2007,75 - 79,Kvinne,Hordaland,1124
R05,2007,75 - 79,Kvinne,Møre og Romsdal,576
R05,2007,75 - 79,Kvinne,Nordland,588
R05,2007,75 - 79,Kvinne,Oppland,514
R05,2007,75 - 79,Kvinne,Oslo,1363
R05,2007,75 - 79,Kvinne,Rogaland,810
R05,2007,75 - 79,Kvinne,Sogn og Fjordane,219
R05,2007,75 - 79,Kvinne,Telemark,519
R05,2007,75 - 79,Kvinne,Troms,327
R05,2007,75 - 79,Kvinne,Trøndelag,983
R05,2007,75 - 79,Kvinne,Vest-Agder,378
R05,2007,75 - 79,Kvinne,Vestfold,646
R05,2007,75 - 79,Kvinne,Østfold,845
R05,2007,75 - 79,Mann,Hele landet,9026
R05,2007,75 - 79,Mann,Helseregion Midt-Norge,1128
R05,2007,75 - 79,Mann,Helseregion Nord-Norge,886
R05,2007,75 - 79,Mann,Helseregion Sør-Øst,5413
R05,2007,75 - 79,Mann,Helseregion Vest,1599
R05,2007,75 - 79,Mann,Akershus,1037
R05,2007,75 - 79,Mann,Aust-Agder,203
R05,2007,75 - 79,Mann,Buskerud,534
R05,2007,75 - 79,Mann,Finnmark,146
R05,2007,75 - 79,Mann,Hedmark,524
R05,2007,75 - 79,Mann,Hordaland,798
R05,2007,75 - 79,Mann,Møre og Romsdal,454
R05,2007,75 - 79,Mann,Nordland,504
R05,2007,75 - 79,Mann,Oppland,482
R05,2007,75 - 79,Mann,Oslo,861
R05,2007,75 - 79,Mann,Rogaland,621
R05,2007,75 - 79,Mann,Sogn og Fjordane,180
R05,2007,75 - 79,Mann,Telemark,338
R05,2007,75 - 79,Mann,Troms,236
R05,2007,75 - 79,Mann,Trøndelag,674
R05,2007,75 - 79,Mann,Vest-Agder,293
R05,2007,75 - 79,Mann,Vestfold,455
R05,2007,75 - 79,Mann,Østfold,686
R05,2007,80 - 84,Kvinne,Hele landet,9778
R05,2007,80 - 84,Kvinne,Helseregion Midt-Norge,1215
R05,2007,80 - 84,Kvinne,Helseregion Nord-Norge,883
R05,2007,80 - 84,Kvinne,Helseregion Sør-Øst,5955
R05,2007,80 - 84,Kvinne,Helseregion Vest,1725
R05,2007,80 - 84,Kvinne,Akershus,967
R05,2007,80 - 84,Kvinne,Aust-Agder,209
R05,2007,80 - 84,Kvinne,Buskerud,586
R05,2007,80 - 84,Kvinne,Finnmark,130
R05,2007,80 - 84,Kvinne,Hedmark,565
R05,2007,80 - 84,Kvinne,Hordaland,868
R05,2007,80 - 84,Kvinne,Møre og Romsdal,435
R05,2007,80 - 84,Kvinne,Nordland,515
R05,2007,80 - 84,Kvinne,Oppland,472
R05,2007,80 - 84,Kvinne,Oslo,1177
R05,2007,80 - 84,Kvinne,Rogaland,647
R05,2007,80 - 84,Kvinne,Sogn og Fjordane,210
R05,2007,80 - 84,Kvinne,Telemark,493
R05,2007,80 - 84,Kvinne,Troms,238
R05,2007,80 - 84,Kvinne,Trøndelag,780
R05,2007,80 - 84,Kvinne,Vest-Agder,306
R05,2007,80 - 84,Kvinne,Vestfold,497
R05,2007,80 - 84,Kvinne,Østfold,683
R05,2007,80 - 84,Mann,Hele landet,6870
R05,2007,80 - 84,Mann,Helseregion Midt-Norge,882
R05,2007,80 - 84,Mann,Helseregion Nord-Norge,642
R05,2007,80 - 84,Mann,Helseregion Sør-Øst,4096
R05,2007,80 - 84,Mann,Helseregion Vest,1250
R05,2007,80 - 84,Mann,Akershus,678
R05,2007,80 - 84,Mann,Aust-Agder,147
R05,2007,80 - 84,Mann,Buskerud,443
R05,2007,80 - 84,Mann,Finnmark,104
R05,2007,80 - 84,Mann,Hedmark,455
R05,2007,80 - 84,Mann,Hordaland,615
R05,2007,80 - 84,Mann,Møre og Romsdal,342
R05,2007,80 - 84,Mann,Nordland,350
R05,2007,80 - 84,Mann,Oppland,339
R05,2007,80 - 84,Mann,Oslo,658
R05,2007,80 - 84,Mann,Rogaland,484
R05,2007,80 - 84,Mann,Sogn og Fjordane,151
R05,2007,80 - 84,Mann,Telemark,280
R05,2007,80 - 84,Mann,Troms,188
R05,2007,80 - 84,Mann,Trøndelag,540
R05,2007,80 - 84,Mann,Vest-Agder,221
R05,2007,80 - 84,Mann,Vestfold,370
R05,2007,80 - 84,Mann,Østfold,505
R05,2007,85 - 89,Kvinne,Hele landet,6315
R05,2007,85 - 89,Kvinne,Helseregion Midt-Norge,770
R05,2007,85 - 89,Kvinne,Helseregion Nord-Norge,510
R05,2007,85 - 89,Kvinne,Helseregion Sør-Øst,3792
R05,2007,85 - 89,Kvinne,Helseregion Vest,1243
R05,2007,85 - 89,Kvinne,Akershus,561
R05,2007,85 - 89,Kvinne,Aust-Agder,159
R05,2007,85 - 89,Kvinne,Buskerud,388
R05,2007,85 - 89,Kvinne,Finnmark,52
R05,2007,85 - 89,Kvinne,Hedmark,353
R05,2007,85 - 89,Kvinne,Hordaland,618
R05,2007,85 - 89,Kvinne,Møre og Romsdal,277
R05,2007,85 - 89,Kvinne,Nordland,309
R05,2007,85 - 89,Kvinne,Oppland,307
R05,2007,85 - 89,Kvinne,Oslo,806
R05,2007,85 - 89,Kvinne,Rogaland,473
R05,2007,85 - 89,Kvinne,Sogn og Fjordane,152
R05,2007,85 - 89,Kvinne,Telemark,297
R05,2007,85 - 89,Kvinne,Troms,149
R05,2007,85 - 89,Kvinne,Trøndelag,493
R05,2007,85 - 89,Kvinne,Vest-Agder,194
R05,2007,85 - 89,Kvinne,Vestfold,320
R05,2007,85 - 89,Kvinne,Østfold,407
R05,2007,85 - 89,Mann,Hele landet,3676
R05,2007,85 - 89,Mann,Helseregion Midt-Norge,460
R05,2007,85 - 89,Mann,Helseregion Nord-Norge,323
R05,2007,85 - 89,Mann,Helseregion Sør-Øst,2133
R05,2007,85 - 89,Mann,Helseregion Vest,760
R05,2007,85 - 89,Mann,Akershus,344
R05,2007,85 - 89,Mann,Aust-Agder,76
R05,2007,85 - 89,Mann,Buskerud,234
R05,2007,85 - 89,Mann,Finnmark,47
R05,2007,85 - 89,Mann,Hedmark,233
R05,2007,85 - 89,Mann,Hordaland,366
R05,2007,85 - 89,Mann,Møre og Romsdal,186
R05,2007,85 - 89,Mann,Nordland,195
R05,2007,85 - 89,Mann,Oppland,191
R05,2007,85 - 89,Mann,Oslo,356
R05,2007,85 - 89,Mann,Rogaland,298
R05,2007,85 - 89,Mann,Sogn og Fjordane,96
R05,2007,85 - 89,Mann,Telemark,163
R05,2007,85 - 89,Mann,Troms,81
R05,2007,85 - 89,Mann,Trøndelag,274
R05,2007,85 - 89,Mann,Vest-Agder,122
R05,2007,85 - 89,Mann,Vestfold,197
R05,2007,85 - 89,Mann,Østfold,217
R05,2007,90+,Kvinne,Hele landet,2558
R05,2007,90+,Kvinne,Helseregion Midt-Norge,297
R05,2007,90+,Kvinne,Helseregion Nord-Norge,231
R05,2007,90+,Kvinne,Helseregion Sør-Øst,1556
R05,2007,90+,Kvinne,Helseregion Vest,474
R05,2007,90+,Kvinne,Akershus,187
R05,2007,90+,Kvinne,Aust-Agder,53
R05,2007,90+,Kvinne,Buskerud,179
R05,2007,90+,Kvinne,Finnmark,23
R05,2007,90+,Kvinne,Hedmark,150
R05,2007,90+,Kvinne,Hordaland,242
R05,2007,90+,Kvinne,Møre og Romsdal,109
R05,2007,90+,Kvinne,Nordland,157
R05,2007,90+,Kvinne,Oppland,112
R05,2007,90+,Kvinne,Oslo,323
R05,2007,90+,Kvinne,Rogaland,163
R05,2007,90+,Kvinne,Sogn og Fjordane,69
R05,2007,90+,Kvinne,Telemark,131
R05,2007,90+,Kvinne,Troms,51
R05,2007,90+,Kvinne,Trøndelag,188
R05,2007,90+,Kvinne,Vest-Agder,91
R05,2007,90+,Kvinne,Vestfold,143
R05,2007,90+,Kvinne,Østfold,187
R05,2007,90+,Mann,Hele landet,1278
R05,2007,90+,Mann,Helseregion Midt-Norge,172
R05,2007,90+,Mann,Helseregion Nord-Norge,103
R05,2007,90+,Mann,Helseregion Sør-Øst,724
R05,2007,90+,Mann,Helseregion Vest,279
R05,2007,90+,Mann,Akershus,94
R05,2007,90+,Mann,Aust-Agder,25
R05,2007,90+,Mann,Buskerud,95
R05,2007,90+,Mann,Finnmark,13
R05,2007,90+,Mann,Hedmark,78
R05,2007,90+,Mann,Hordaland,131
R05,2007,90+,Mann,Møre og Romsdal,67
R05,2007,90+,Mann,Nordland,64
R05,2007,90+,Mann,Oppland,75
R05,2007,90+,Mann,Oslo,126
R05,2007,90+,Mann,Rogaland,99
R05,2007,90+,Mann,Sogn og Fjordane,49
R05,2007,90+,Mann,Telemark,56
R05,2007,90+,Mann,Troms,26
R05,2007,90+,Mann,Trøndelag,105
R05,2007,90+,Mann,Vest-Agder,53
R05,2007,90+,Mann,Vestfold,62
R05,2007,90+,Mann,Østfold,60
R05,2008,0 - 4,Kvinne,Hele landet,4486
R05,2008,0 - 4,Kvinne,Helseregion Midt-Norge,552
R05,2008,0 - 4,Kvinne,Helseregion Nord-Norge,350
R05,2008,0 - 4,Kvinne,Helseregion Sør-Øst,2642
R05,2008,0 - 4,Kvinne,Helseregion Vest,942
R05,2008,0 - 4,Kvinne,Akershus,621
R05,2008,0 - 4,Kvinne,Aust-Agder,79
R05,2008,0 - 4,Kvinne,Buskerud,246
R05,2008,0 - 4,Kvinne,Finnmark,80
R05,2008,0 - 4,Kvinne,Hedmark,171
R05,2008,0 - 4,Kvinne,Hordaland,409
R05,2008,0 - 4,Kvinne,Møre og Romsdal,189
R05,2008,0 - 4,Kvinne,Nordland,157
R05,2008,0 - 4,Kvinne,Oppland,115
R05,2008,0 - 4,Kvinne,Oslo,682
R05,2008,0 - 4,Kvinne,Rogaland,463
R05,2008,0 - 4,Kvinne,Sogn og Fjordane,70
R05,2008,0 - 4,Kvinne,Telemark,93
R05,2008,0 - 4,Kvinne,Troms,113
R05,2008,0 - 4,Kvinne,Trøndelag,363
R05,2008,0 - 4,Kvinne,Vest-Agder,155
R05,2008,0 - 4,Kvinne,Vestfold,197
R05,2008,0 - 4,Kvinne,Østfold,283
R05,2008,0 - 4,Mann,Hele landet,4990
R05,2008,0 - 4,Mann,Helseregion Midt-Norge,560
R05,2008,0 - 4,Mann,Helseregion Nord-Norge,459
R05,2008,0 - 4,Mann,Helseregion Sør-Øst,2913
R05,2008,0 - 4,Mann,Helseregion Vest,1058
R05,2008,0 - 4,Mann,Akershus,731
R05,2008,0 - 4,Mann,Aust-Agder,73
R05,2008,0 - 4,Mann,Buskerud,264
R05,2008,0 - 4,Mann,Finnmark,88
R05,2008,0 - 4,Mann,Hedmark,148
R05,2008,0 - 4,Mann,Hordaland,476
R05,2008,0 - 4,Mann,Møre og Romsdal,193
R05,2008,0 - 4,Mann,Nordland,214
R05,2008,0 - 4,Mann,Oppland,128
R05,2008,0 - 4,Mann,Oslo,765
R05,2008,0 - 4,Mann,Rogaland,510
R05,2008,0 - 4,Mann,Sogn og Fjordane,72
R05,2008,0 - 4,Mann,Telemark,114
R05,2008,0 - 4,Mann,Troms,157
R05,2008,0 - 4,Mann,Trøndelag,367
R05,2008,0 - 4,Mann,Vest-Agder,149
R05,2008,0 - 4,Mann,Vestfold,231
R05,2008,0 - 4,Mann,Østfold,310
R05,2008,5 - 9,Kvinne,Hele landet,4575
R05,2008,5 - 9,Kvinne,Helseregion Midt-Norge,639
R05,2008,5 - 9,Kvinne,Helseregion Nord-Norge,392
R05,2008,5 - 9,Kvinne,Helseregion Sør-Øst,2623
R05,2008,5 - 9,Kvinne,Helseregion Vest,921
R05,2008,5 - 9,Kvinne,Akershus,602
R05,2008,5 - 9,Kvinne,Aust-Agder,91
R05,2008,5 - 9,Kvinne,Buskerud,217
R05,2008,5 - 9,Kvinne,Finnmark,81
R05,2008,5 - 9,Kvinne,Hedmark,193
R05,2008,5 - 9,Kvinne,Hordaland,438
R05,2008,5 - 9,Kvinne,Møre og Romsdal,251
R05,2008,5 - 9,Kvinne,Nordland,196
R05,2008,5 - 9,Kvinne,Oppland,145
R05,2008,5 - 9,Kvinne,Oslo,601
R05,2008,5 - 9,Kvinne,Rogaland,394
R05,2008,5 - 9,Kvinne,Sogn og Fjordane,89
R05,2008,5 - 9,Kvinne,Telemark,140
R05,2008,5 - 9,Kvinne,Troms,115
R05,2008,5 - 9,Kvinne,Trøndelag,388
R05,2008,5 - 9,Kvinne,Vest-Agder,166
R05,2008,5 - 9,Kvinne,Vestfold,193
R05,2008,5 - 9,Kvinne,Østfold,275
R05,2008,5 - 9,Mann,Hele landet,4736
R05,2008,5 - 9,Mann,Helseregion Midt-Norge,608
R05,2008,5 - 9,Mann,Helseregion Nord-Norge,375
R05,2008,5 - 9,Mann,Helseregion Sør-Øst,2805
R05,2008,5 - 9,Mann,Helseregion Vest,948
R05,2008,5 - 9,Mann,Akershus,651
R05,2008,5 - 9,Mann,Aust-Agder,87
R05,2008,5 - 9,Mann,Buskerud,234
R05,2008,5 - 9,Mann,Finnmark,86
R05,2008,5 - 9,Mann,Hedmark,194
R05,2008,5 - 9,Mann,Hordaland,482
R05,2008,5 - 9,Mann,Møre og Romsdal,210
R05,2008,5 - 9,Mann,Nordland,179
R05,2008,5 - 9,Mann,Oppland,132
R05,2008,5 - 9,Mann,Oslo,713
R05,2008,5 - 9,Mann,Rogaland,386
R05,2008,5 - 9,Mann,Sogn og Fjordane,80
R05,2008,5 - 9,Mann,Telemark,121
R05,2008,5 - 9,Mann,Troms,110
R05,2008,5 - 9,Mann,Trøndelag,398
R05,2008,5 - 9,Mann,Vest-Agder,154
R05,2008,5 - 9,Mann,Vestfold,208
R05,2008,5 - 9,Mann,Østfold,311
R05,2008,10 - 14,Kvinne,Hele landet,4201
R05,2008,10 - 14,Kvinne,Helseregion Midt-Norge,593
R05,2008,10 - 14,Kvinne,Helseregion Nord-Norge,392
R05,2008,10 - 14,Kvinne,Helseregion Sør-Øst,2357
R05,2008,10 - 14,Kvinne,Helseregion Vest,859
R05,2008,10 - 14,Kvinne,Akershus,530
R05,2008,10 - 14,Kvinne,Aust-Agder,68
R05,2008,10 - 14,Kvinne,Buskerud,210
R05,2008,10 - 14,Kvinne,Finnmark,63
R05,2008,10 - 14,Kvinne,Hedmark,217
R05,2008,10 - 14,Kvinne,Hordaland,415
R05,2008,10 - 14,Kvinne,Møre og Romsdal,202
R05,2008,10 - 14,Kvinne,Nordland,203
R05,2008,10 - 14,Kvinne,Oppland,134
R05,2008,10 - 14,Kvinne,Oslo,431
R05,2008,10 - 14,Kvinne,Rogaland,367
R05,2008,10 - 14,Kvinne,Sogn og Fjordane,77
R05,2008,10 - 14,Kvinne,Telemark,126
R05,2008,10 - 14,Kvinne,Troms,126
R05,2008,10 - 14,Kvinne,Trøndelag,391
R05,2008,10 - 14,Kvinne,Vest-Agder,200
R05,2008,10 - 14,Kvinne,Vestfold,193
R05,2008,10 - 14,Kvinne,Østfold,248
R05,2008,10 - 14,Mann,Hele landet,4078
R05,2008,10 - 14,Mann,Helseregion Midt-Norge,559
R05,2008,10 - 14,Mann,Helseregion Nord-Norge,367
R05,2008,10 - 14,Mann,Helseregion Sør-Øst,2330
R05,2008,10 - 14,Mann,Helseregion Vest,822
R05,2008,10 - 14,Mann,Akershus,533
R05,2008,10 - 14,Mann,Aust-Agder,75
R05,2008,10 - 14,Mann,Buskerud,207
R05,2008,10 - 14,Mann,Finnmark,71
R05,2008,10 - 14,Mann,Hedmark,234
R05,2008,10 - 14,Mann,Hordaland,406
R05,2008,10 - 14,Mann,Møre og Romsdal,204
R05,2008,10 - 14,Mann,Nordland,172
R05,2008,10 - 14,Mann,Oppland,117
R05,2008,10 - 14,Mann,Oslo,442
R05,2008,10 - 14,Mann,Rogaland,341
R05,2008,10 - 14,Mann,Sogn og Fjordane,75
R05,2008,10 - 14,Mann,Telemark,137
R05,2008,10 - 14,Mann,Troms,124
R05,2008,10 - 14,Mann,Trøndelag,355
R05,2008,10 - 14,Mann,Vest-Agder,162
R05,2008,10 - 14,Mann,Vestfold,199
R05,2008,10 - 14,Mann,Østfold,224
R05,2008,15 - 19,Kvinne,Hele landet,8185
R05,2008,15 - 19,Kvinne,Helseregion Midt-Norge,1110
R05,2008,15 - 19,Kvinne,Helseregion Nord-Norge,742
R05,2008,15 - 19,Kvinne,Helseregion Sør-Øst,4589
R05,2008,15 - 19,Kvinne,Helseregion Vest,1744
R05,2008,15 - 19,Kvinne,Akershus,1168
R05,2008,15 - 19,Kvinne,Aust-Agder,167
R05,2008,15 - 19,Kvinne,Buskerud,416
R05,2008,15 - 19,Kvinne,Finnmark,165
R05,2008,15 - 19,Kvinne,Hedmark,421
R05,2008,15 - 19,Kvinne,Hordaland,862
R05,2008,15 - 19,Kvinne,Møre og Romsdal,402
R05,2008,15 - 19,Kvinne,Nordland,336
R05,2008,15 - 19,Kvinne,Oppland,283
R05,2008,15 - 19,Kvinne,Oslo,787
R05,2008,15 - 19,Kvinne,Rogaland,734
R05,2008,15 - 19,Kvinne,Sogn og Fjordane,148
R05,2008,15 - 19,Kvinne,Telemark,225
R05,2008,15 - 19,Kvinne,Troms,241
R05,2008,15 - 19,Kvinne,Trøndelag,708
R05,2008,15 - 19,Kvinne,Vest-Agder,291
R05,2008,15 - 19,Kvinne,Vestfold,406
R05,2008,15 - 19,Kvinne,Østfold,425
R05,2008,15 - 19,Mann,Hele landet,5363
R05,2008,15 - 19,Mann,Helseregion Midt-Norge,694
R05,2008,15 - 19,Mann,Helseregion Nord-Norge,481
R05,2008,15 - 19,Mann,Helseregion Sør-Øst,3058
R05,2008,15 - 19,Mann,Helseregion Vest,1130
R05,2008,15 - 19,Mann,Akershus,763
R05,2008,15 - 19,Mann,Aust-Agder,107
R05,2008,15 - 19,Mann,Buskerud,281
R05,2008,15 - 19,Mann,Finnmark,100
R05,2008,15 - 19,Mann,Hedmark,277
R05,2008,15 - 19,Mann,Hordaland,507
R05,2008,15 - 19,Mann,Møre og Romsdal,262
R05,2008,15 - 19,Mann,Nordland,223
R05,2008,15 - 19,Mann,Oppland,194
R05,2008,15 - 19,Mann,Oslo,579
R05,2008,15 - 19,Mann,Rogaland,529
R05,2008,15 - 19,Mann,Sogn og Fjordane,94
R05,2008,15 - 19,Mann,Telemark,154
R05,2008,15 - 19,Mann,Troms,158
R05,2008,15 - 19,Mann,Trøndelag,432
R05,2008,15 - 19,Mann,Vest-Agder,221
R05,2008,15 - 19,Mann,Vestfold,221
R05,2008,15 - 19,Mann,Østfold,261
R05,2008,20 - 24,Kvinne,Hele landet,9437
R05,2008,20 - 24,Kvinne,Helseregion Midt-Norge,1156
R05,2008,20 - 24,Kvinne,Helseregion Nord-Norge,863
R05,2008,20 - 24,Kvinne,Helseregion Sør-Øst,5340
R05,2008,20 - 24,Kvinne,Helseregion Vest,2078
R05,2008,20 - 24,Kvinne,Akershus,1184
R05,2008,20 - 24,Kvinne,Aust-Agder,184
R05,2008,20 - 24,Kvinne,Buskerud,513
R05,2008,20 - 24,Kvinne,Finnmark,146
R05,2008,20 - 24,Kvinne,Hedmark,379
R05,2008,20 - 24,Kvinne,Hordaland,974
R05,2008,20 - 24,Kvinne,Møre og Romsdal,415
R05,2008,20 - 24,Kvinne,Nordland,395
R05,2008,20 - 24,Kvinne,Oppland,338
R05,2008,20 - 24,Kvinne,Oslo,1145
R05,2008,20 - 24,Kvinne,Rogaland,919
R05,2008,20 - 24,Kvinne,Sogn og Fjordane,185
R05,2008,20 - 24,Kvinne,Telemark,309
R05,2008,20 - 24,Kvinne,Troms,322
R05,2008,20 - 24,Kvinne,Trøndelag,741
R05,2008,20 - 24,Kvinne,Vest-Agder,347
R05,2008,20 - 24,Kvinne,Vestfold,414
R05,2008,20 - 24,Kvinne,Østfold,527
R05,2008,20 - 24,Mann,Hele landet,5354
R05,2008,20 - 24,Mann,Helseregion Midt-Norge,687
R05,2008,20 - 24,Mann,Helseregion Nord-Norge,456
R05,2008,20 - 24,Mann,Helseregion Sør-Øst,3040
R05,2008,20 - 24,Mann,Helseregion Vest,1171
R05,2008,20 - 24,Mann,Akershus,694
R05,2008,20 - 24,Mann,Aust-Agder,109
R05,2008,20 - 24,Mann,Buskerud,260
R05,2008,20 - 24,Mann,Finnmark,93
R05,2008,20 - 24,Mann,Hedmark,215
R05,2008,20 - 24,Mann,Hordaland,557
R05,2008,20 - 24,Mann,Møre og Romsdal,259
