Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumBefolkning
R03A,2006,35 - 39,Mann,Akershus,20544
R03A,2006,35 - 39,Mann,Aust-Agder,3798
R03A,2006,35 - 39,Mann,Buskerud,9510
R03A,2006,35 - 39,Mann,Finnmark,3064
R03A,2006,35 - 39,Mann,Hedmark,6660
R03A,2006,35 - 39,Mann,Hordaland,17348
R03A,2006,35 - 39,Mann,Møre og Romsdal,8821
R03A,2006,35 - 39,Mann,Nordland,8625
R03A,2006,35 - 39,Mann,Oppland,6688
R03A,2006,35 - 39,Mann,Oslo,25364
R03A,2006,35 - 39,Mann,Rogaland,15830
R03A,2006,35 - 39,Mann,Sogn og Fjordane,3650
R03A,2006,35 - 39,Mann,Telemark,6052
R03A,2006,35 - 39,Mann,Troms,6127
R03A,2006,35 - 39,Mann,Trøndelag,15310
R03A,2006,35 - 39,Mann,Vest-Agder,6116
R03A,2006,35 - 39,Mann,Vestfold,8192
R03A,2006,35 - 39,Mann,Østfold,9962
R03A,2006,40 - 44,Kvinne,Hele landet,167028
R03A,2006,40 - 44,Kvinne,Helseregion Midt-Norge,21979
R03A,2006,40 - 44,Kvinne,Helseregion Nord-Norge,16376
R03A,2006,40 - 44,Kvinne,Helseregion Sør-Øst,95480
R03A,2006,40 - 44,Kvinne,Helseregion Vest,33194
R03A,2006,40 - 44,Kvinne,Akershus,21318
R03A,2006,40 - 44,Kvinne,Aust-Agder,3636
R03A,2006,40 - 44,Kvinne,Buskerud,8976
R03A,2006,40 - 44,Kvinne,Finnmark,2568
R03A,2006,40 - 44,Kvinne,Hedmark,6592
R03A,2006,40 - 44,Kvinne,Hordaland,15544
R03A,2006,40 - 44,Kvinne,Møre og Romsdal,7768
R03A,2006,40 - 44,Kvinne,Nordland,8296
R03A,2006,40 - 44,Kvinne,Oppland,6426
R03A,2006,40 - 44,Kvinne,Oslo,19378
R03A,2006,40 - 44,Kvinne,Rogaland,14210
R03A,2006,40 - 44,Kvinne,Sogn og Fjordane,3440
R03A,2006,40 - 44,Kvinne,Telemark,5836
R03A,2006,40 - 44,Kvinne,Troms,5512
R03A,2006,40 - 44,Kvinne,Trøndelag,14211
R03A,2006,40 - 44,Kvinne,Vest-Agder,5722
R03A,2006,40 - 44,Kvinne,Vestfold,8172
R03A,2006,40 - 44,Kvinne,Østfold,9425
R03A,2006,40 - 44,Mann,Hele landet,175180
R03A,2006,40 - 44,Mann,Helseregion Midt-Norge,23668
R03A,2006,40 - 44,Mann,Helseregion Nord-Norge,17082
R03A,2006,40 - 44,Mann,Helseregion Sør-Øst,98881
R03A,2006,40 - 44,Mann,Helseregion Vest,35548
R03A,2006,40 - 44,Mann,Akershus,20928
R03A,2006,40 - 44,Mann,Aust-Agder,3612
R03A,2006,40 - 44,Mann,Buskerud,9489
R03A,2006,40 - 44,Mann,Finnmark,2802
R03A,2006,40 - 44,Mann,Hedmark,6766
R03A,2006,40 - 44,Mann,Hordaland,16696
R03A,2006,40 - 44,Mann,Møre og Romsdal,8583
R03A,2006,40 - 44,Mann,Nordland,8527
R03A,2006,40 - 44,Mann,Oppland,6674
R03A,2006,40 - 44,Mann,Oslo,21262
R03A,2006,40 - 44,Mann,Rogaland,15026
R03A,2006,40 - 44,Mann,Sogn og Fjordane,3826
R03A,2006,40 - 44,Mann,Telemark,5952
R03A,2006,40 - 44,Mann,Troms,5753
R03A,2006,40 - 44,Mann,Trøndelag,15086
R03A,2006,40 - 44,Mann,Vest-Agder,6108
R03A,2006,40 - 44,Mann,Vestfold,8248
R03A,2006,40 - 44,Mann,Østfold,9842
R03A,2006,45 - 49,Kvinne,Hele landet,156916
R03A,2006,45 - 49,Kvinne,Helseregion Midt-Norge,21412
R03A,2006,45 - 49,Kvinne,Helseregion Nord-Norge,15156
R03A,2006,45 - 49,Kvinne,Helseregion Sør-Øst,88866
R03A,2006,45 - 49,Kvinne,Helseregion Vest,31482
R03A,2006,45 - 49,Kvinne,Akershus,18486
R03A,2006,45 - 49,Kvinne,Aust-Agder,3571
R03A,2006,45 - 49,Kvinne,Buskerud,8503
R03A,2006,45 - 49,Kvinne,Finnmark,2342
R03A,2006,45 - 49,Kvinne,Hedmark,6458
R03A,2006,45 - 49,Kvinne,Hordaland,14660
R03A,2006,45 - 49,Kvinne,Møre og Romsdal,8230
R03A,2006,45 - 49,Kvinne,Nordland,7772
R03A,2006,45 - 49,Kvinne,Oppland,6356
R03A,2006,45 - 49,Kvinne,Oslo,17356
R03A,2006,45 - 49,Kvinne,Rogaland,13282
R03A,2006,45 - 49,Kvinne,Sogn og Fjordane,3540
R03A,2006,45 - 49,Kvinne,Telemark,5703
R03A,2006,45 - 49,Kvinne,Troms,5044
R03A,2006,45 - 49,Kvinne,Trøndelag,13182
R03A,2006,45 - 49,Kvinne,Vest-Agder,5352
R03A,2006,45 - 49,Kvinne,Vestfold,8069
R03A,2006,45 - 49,Kvinne,Østfold,9012
R03A,2006,45 - 49,Mann,Hele landet,162950
R03A,2006,45 - 49,Mann,Helseregion Midt-Norge,22474
R03A,2006,45 - 49,Mann,Helseregion Nord-Norge,16007
R03A,2006,45 - 49,Mann,Helseregion Sør-Øst,91215
R03A,2006,45 - 49,Mann,Helseregion Vest,33254
R03A,2006,45 - 49,Mann,Akershus,19289
R03A,2006,45 - 49,Mann,Aust-Agder,3610
R03A,2006,45 - 49,Mann,Buskerud,8606
R03A,2006,45 - 49,Mann,Finnmark,2449
R03A,2006,45 - 49,Mann,Hedmark,6602
R03A,2006,45 - 49,Mann,Hordaland,15559
R03A,2006,45 - 49,Mann,Møre og Romsdal,8564
R03A,2006,45 - 49,Mann,Nordland,8227
R03A,2006,45 - 49,Mann,Oppland,6494
R03A,2006,45 - 49,Mann,Oslo,18158
R03A,2006,45 - 49,Mann,Rogaland,13924
R03A,2006,45 - 49,Mann,Sogn og Fjordane,3771
R03A,2006,45 - 49,Mann,Telemark,5744
R03A,2006,45 - 49,Mann,Troms,5331
R03A,2006,45 - 49,Mann,Trøndelag,13910
R03A,2006,45 - 49,Mann,Vest-Agder,5472
R03A,2006,45 - 49,Mann,Vestfold,8084
R03A,2006,45 - 49,Mann,Østfold,9155
R03A,2006,50 - 54,Kvinne,Hele landet,152168
R03A,2006,50 - 54,Kvinne,Helseregion Midt-Norge,21722
R03A,2006,50 - 54,Kvinne,Helseregion Nord-Norge,15438
R03A,2006,50 - 54,Kvinne,Helseregion Sør-Øst,85030
R03A,2006,50 - 54,Kvinne,Helseregion Vest,29977
R03A,2006,50 - 54,Kvinne,Akershus,16476
R03A,2006,50 - 54,Kvinne,Aust-Agder,3686
R03A,2006,50 - 54,Kvinne,Buskerud,8400
R03A,2006,50 - 54,Kvinne,Finnmark,2332
R03A,2006,50 - 54,Kvinne,Hedmark,6790
R03A,2006,50 - 54,Kvinne,Hordaland,14088
R03A,2006,50 - 54,Kvinne,Møre og Romsdal,8376
R03A,2006,50 - 54,Kvinne,Nordland,7917
R03A,2006,50 - 54,Kvinne,Oppland,6222
R03A,2006,50 - 54,Kvinne,Oslo,15920
R03A,2006,50 - 54,Kvinne,Rogaland,12430
R03A,2006,50 - 54,Kvinne,Sogn og Fjordane,3458
R03A,2006,50 - 54,Kvinne,Telemark,5800
R03A,2006,50 - 54,Kvinne,Troms,5188
R03A,2006,50 - 54,Kvinne,Trøndelag,13346
R03A,2006,50 - 54,Kvinne,Vest-Agder,5154
R03A,2006,50 - 54,Kvinne,Vestfold,7757
R03A,2006,50 - 54,Kvinne,Østfold,8822
R03A,2006,50 - 54,Mann,Hele landet,156057
R03A,2006,50 - 54,Mann,Helseregion Midt-Norge,22289
R03A,2006,50 - 54,Mann,Helseregion Nord-Norge,16468
R03A,2006,50 - 54,Mann,Helseregion Sør-Øst,85730
R03A,2006,50 - 54,Mann,Helseregion Vest,31570
R03A,2006,50 - 54,Mann,Akershus,16784
R03A,2006,50 - 54,Mann,Aust-Agder,3654
R03A,2006,50 - 54,Mann,Buskerud,8455
R03A,2006,50 - 54,Mann,Finnmark,2554
R03A,2006,50 - 54,Mann,Hedmark,6668
R03A,2006,50 - 54,Mann,Hordaland,14848
R03A,2006,50 - 54,Mann,Møre og Romsdal,8799
R03A,2006,50 - 54,Mann,Nordland,8617
R03A,2006,50 - 54,Mann,Oppland,6452
R03A,2006,50 - 54,Mann,Oslo,15890
R03A,2006,50 - 54,Mann,Rogaland,12990
R03A,2006,50 - 54,Mann,Sogn og Fjordane,3733
R03A,2006,50 - 54,Mann,Telemark,5962
R03A,2006,50 - 54,Mann,Troms,5297
R03A,2006,50 - 54,Mann,Trøndelag,13490
R03A,2006,50 - 54,Mann,Vest-Agder,5354
R03A,2006,50 - 54,Mann,Vestfold,7642
R03A,2006,50 - 54,Mann,Østfold,8870
R03A,2006,55 - 59,Kvinne,Hele landet,144775
R03A,2006,55 - 59,Kvinne,Helseregion Midt-Norge,20388
R03A,2006,55 - 59,Kvinne,Helseregion Nord-Norge,14845
R03A,2006,55 - 59,Kvinne,Helseregion Sør-Øst,81840
R03A,2006,55 - 59,Kvinne,Helseregion Vest,27701
R03A,2006,55 - 59,Kvinne,Akershus,15387
R03A,2006,55 - 59,Kvinne,Aust-Agder,3415
R03A,2006,55 - 59,Kvinne,Buskerud,8262
R03A,2006,55 - 59,Kvinne,Finnmark,2367
R03A,2006,55 - 59,Kvinne,Hedmark,6705
R03A,2006,55 - 59,Kvinne,Hordaland,13482
R03A,2006,55 - 59,Kvinne,Møre og Romsdal,7842
R03A,2006,55 - 59,Kvinne,Nordland,7590
R03A,2006,55 - 59,Kvinne,Oppland,6306
R03A,2006,55 - 59,Kvinne,Oslo,15068
R03A,2006,55 - 59,Kvinne,Rogaland,10998
R03A,2006,55 - 59,Kvinne,Sogn og Fjordane,3220
R03A,2006,55 - 59,Kvinne,Telemark,5644
R03A,2006,55 - 59,Kvinne,Troms,4888
R03A,2006,55 - 59,Kvinne,Trøndelag,12547
R03A,2006,55 - 59,Kvinne,Vest-Agder,4838
R03A,2006,55 - 59,Kvinne,Vestfold,7355
R03A,2006,55 - 59,Kvinne,Østfold,8861
R03A,2006,55 - 59,Mann,Hele landet,150118
R03A,2006,55 - 59,Mann,Helseregion Midt-Norge,21608
R03A,2006,55 - 59,Mann,Helseregion Nord-Norge,16206
R03A,2006,55 - 59,Mann,Helseregion Sør-Øst,82796
R03A,2006,55 - 59,Mann,Helseregion Vest,29506
R03A,2006,55 - 59,Mann,Akershus,15548
R03A,2006,55 - 59,Mann,Aust-Agder,3638
R03A,2006,55 - 59,Mann,Buskerud,8355
R03A,2006,55 - 59,Mann,Finnmark,2725
R03A,2006,55 - 59,Mann,Hedmark,6893
R03A,2006,55 - 59,Mann,Hordaland,14076
R03A,2006,55 - 59,Mann,Møre og Romsdal,8470
R03A,2006,55 - 59,Mann,Nordland,8140
R03A,2006,55 - 59,Mann,Oppland,6440
R03A,2006,55 - 59,Mann,Oslo,14986
R03A,2006,55 - 59,Mann,Rogaland,11827
R03A,2006,55 - 59,Mann,Sogn og Fjordane,3604
R03A,2006,55 - 59,Mann,Telemark,5704
R03A,2006,55 - 59,Mann,Troms,5342
R03A,2006,55 - 59,Mann,Trøndelag,13138
R03A,2006,55 - 59,Mann,Vest-Agder,4893
R03A,2006,55 - 59,Mann,Vestfold,7470
R03A,2006,55 - 59,Mann,Østfold,8868
R03A,2006,60 - 64,Kvinne,Hele landet,130780
R03A,2006,60 - 64,Kvinne,Helseregion Midt-Norge,18444
R03A,2006,60 - 64,Kvinne,Helseregion Nord-Norge,13001
R03A,2006,60 - 64,Kvinne,Helseregion Sør-Øst,75274
R03A,2006,60 - 64,Kvinne,Helseregion Vest,24061
R03A,2006,60 - 64,Kvinne,Akershus,14666
R03A,2006,60 - 64,Kvinne,Aust-Agder,3047
R03A,2006,60 - 64,Kvinne,Buskerud,7575
R03A,2006,60 - 64,Kvinne,Finnmark,1850
R03A,2006,60 - 64,Kvinne,Hedmark,6111
R03A,2006,60 - 64,Kvinne,Hordaland,11674
R03A,2006,60 - 64,Kvinne,Møre og Romsdal,6830
R03A,2006,60 - 64,Kvinne,Nordland,6874
R03A,2006,60 - 64,Kvinne,Oppland,5901
R03A,2006,60 - 64,Kvinne,Oslo,13620
R03A,2006,60 - 64,Kvinne,Rogaland,9610
R03A,2006,60 - 64,Kvinne,Sogn og Fjordane,2777
R03A,2006,60 - 64,Kvinne,Telemark,5172
R03A,2006,60 - 64,Kvinne,Troms,4277
R03A,2006,60 - 64,Kvinne,Trøndelag,11613
R03A,2006,60 - 64,Kvinne,Vest-Agder,4356
R03A,2006,60 - 64,Kvinne,Vestfold,6626
R03A,2006,60 - 64,Kvinne,Østfold,8198
R03A,2006,60 - 64,Mann,Hele landet,132374
R03A,2006,60 - 64,Mann,Helseregion Midt-Norge,18946
R03A,2006,60 - 64,Mann,Helseregion Nord-Norge,13904
R03A,2006,60 - 64,Mann,Helseregion Sør-Øst,74562
R03A,2006,60 - 64,Mann,Helseregion Vest,24961
R03A,2006,60 - 64,Mann,Akershus,14572
R03A,2006,60 - 64,Mann,Aust-Agder,3110
R03A,2006,60 - 64,Mann,Buskerud,7566
R03A,2006,60 - 64,Mann,Finnmark,2110
R03A,2006,60 - 64,Mann,Hedmark,6026
R03A,2006,60 - 64,Mann,Hordaland,11998
R03A,2006,60 - 64,Mann,Møre og Romsdal,7192
R03A,2006,60 - 64,Mann,Nordland,7319
R03A,2006,60 - 64,Mann,Oppland,5726
R03A,2006,60 - 64,Mann,Oslo,13459
R03A,2006,60 - 64,Mann,Rogaland,9930
R03A,2006,60 - 64,Mann,Sogn og Fjordane,3033
R03A,2006,60 - 64,Mann,Telemark,5239
R03A,2006,60 - 64,Mann,Troms,4474
R03A,2006,60 - 64,Mann,Trøndelag,11754
R03A,2006,60 - 64,Mann,Vest-Agder,4245
R03A,2006,60 - 64,Mann,Vestfold,6538
R03A,2006,60 - 64,Mann,Østfold,8082
R03A,2006,65 - 69,Kvinne,Hele landet,93680
R03A,2006,65 - 69,Kvinne,Helseregion Midt-Norge,13057
R03A,2006,65 - 69,Kvinne,Helseregion Nord-Norge,9600
R03A,2006,65 - 69,Kvinne,Helseregion Sør-Øst,53166
R03A,2006,65 - 69,Kvinne,Helseregion Vest,17856
R03A,2006,65 - 69,Kvinne,Akershus,10014
R03A,2006,65 - 69,Kvinne,Aust-Agder,2137
R03A,2006,65 - 69,Kvinne,Buskerud,5266
R03A,2006,65 - 69,Kvinne,Finnmark,1396
R03A,2006,65 - 69,Kvinne,Hedmark,4442
R03A,2006,65 - 69,Kvinne,Hordaland,8864
R03A,2006,65 - 69,Kvinne,Møre og Romsdal,4930
R03A,2006,65 - 69,Kvinne,Nordland,5164
R03A,2006,65 - 69,Kvinne,Oppland,4362
R03A,2006,65 - 69,Kvinne,Oslo,8984
R03A,2006,65 - 69,Kvinne,Rogaland,6902
R03A,2006,65 - 69,Kvinne,Sogn og Fjordane,2090
R03A,2006,65 - 69,Kvinne,Telemark,3649
R03A,2006,65 - 69,Kvinne,Troms,3040
R03A,2006,65 - 69,Kvinne,Trøndelag,8128
R03A,2006,65 - 69,Kvinne,Vest-Agder,3312
R03A,2006,65 - 69,Kvinne,Vestfold,5106
R03A,2006,65 - 69,Kvinne,Østfold,5896
R03A,2006,65 - 69,Mann,Hele landet,88305
R03A,2006,65 - 69,Mann,Helseregion Midt-Norge,12734
R03A,2006,65 - 69,Mann,Helseregion Nord-Norge,9904
R03A,2006,65 - 69,Mann,Helseregion Sør-Øst,48750
R03A,2006,65 - 69,Mann,Helseregion Vest,16917
R03A,2006,65 - 69,Mann,Akershus,9197
R03A,2006,65 - 69,Mann,Aust-Agder,2108
R03A,2006,65 - 69,Mann,Buskerud,4953
R03A,2006,65 - 69,Mann,Finnmark,1538
R03A,2006,65 - 69,Mann,Hedmark,4198
R03A,2006,65 - 69,Mann,Hordaland,8225
R03A,2006,65 - 69,Mann,Møre og Romsdal,4836
R03A,2006,65 - 69,Mann,Nordland,5204
R03A,2006,65 - 69,Mann,Oppland,4052
R03A,2006,65 - 69,Mann,Oslo,8020
R03A,2006,65 - 69,Mann,Rogaland,6501
R03A,2006,65 - 69,Mann,Sogn og Fjordane,2191
R03A,2006,65 - 69,Mann,Telemark,3356
R03A,2006,65 - 69,Mann,Troms,3162
R03A,2006,65 - 69,Mann,Trøndelag,7898
R03A,2006,65 - 69,Mann,Vest-Agder,2929
R03A,2006,65 - 69,Mann,Vestfold,4563
R03A,2006,65 - 69,Mann,Østfold,5374
R03A,2006,70 - 74,Kvinne,Hele landet,80537
R03A,2006,70 - 74,Kvinne,Helseregion Midt-Norge,11519
R03A,2006,70 - 74,Kvinne,Helseregion Nord-Norge,8326
R03A,2006,70 - 74,Kvinne,Helseregion Sør-Øst,45001
R03A,2006,70 - 74,Kvinne,Helseregion Vest,15691
R03A,2006,70 - 74,Kvinne,Akershus,8123
R03A,2006,70 - 74,Kvinne,Aust-Agder,1780
R03A,2006,70 - 74,Kvinne,Buskerud,4400
R03A,2006,70 - 74,Kvinne,Finnmark,1257
R03A,2006,70 - 74,Kvinne,Hedmark,4004
R03A,2006,70 - 74,Kvinne,Hordaland,7723
R03A,2006,70 - 74,Kvinne,Møre og Romsdal,4491
R03A,2006,70 - 74,Kvinne,Nordland,4507
R03A,2006,70 - 74,Kvinne,Oppland,3729
R03A,2006,70 - 74,Kvinne,Oslo,7706
R03A,2006,70 - 74,Kvinne,Rogaland,5962
R03A,2006,70 - 74,Kvinne,Sogn og Fjordane,2006
R03A,2006,70 - 74,Kvinne,Telemark,3106
R03A,2006,70 - 74,Kvinne,Troms,2562
R03A,2006,70 - 74,Kvinne,Trøndelag,7028
R03A,2006,70 - 74,Kvinne,Vest-Agder,2798
R03A,2006,70 - 74,Kvinne,Vestfold,4360
R03A,2006,70 - 74,Kvinne,Østfold,4998
R03A,2006,70 - 74,Mann,Hele landet,69779
R03A,2006,70 - 74,Mann,Helseregion Midt-Norge,10140
R03A,2006,70 - 74,Mann,Helseregion Nord-Norge,7537
R03A,2006,70 - 74,Mann,Helseregion Sør-Øst,38385
R03A,2006,70 - 74,Mann,Helseregion Vest,13716
R03A,2006,70 - 74,Mann,Akershus,6986
R03A,2006,70 - 74,Mann,Aust-Agder,1686
R03A,2006,70 - 74,Mann,Buskerud,3763
R03A,2006,70 - 74,Mann,Finnmark,1178
R03A,2006,70 - 74,Mann,Hedmark,3518
R03A,2006,70 - 74,Mann,Hordaland,6620
R03A,2006,70 - 74,Mann,Møre og Romsdal,3988
R03A,2006,70 - 74,Mann,Nordland,4084
R03A,2006,70 - 74,Mann,Oppland,3411
R03A,2006,70 - 74,Mann,Oslo,5834
R03A,2006,70 - 74,Mann,Rogaland,5267
R03A,2006,70 - 74,Mann,Sogn og Fjordane,1830
R03A,2006,70 - 74,Mann,Telemark,2704
R03A,2006,70 - 74,Mann,Troms,2276
R03A,2006,70 - 74,Mann,Trøndelag,6153
R03A,2006,70 - 74,Mann,Vest-Agder,2507
R03A,2006,70 - 74,Mann,Vestfold,3648
R03A,2006,70 - 74,Mann,Østfold,4327
R03A,2006,75 - 79,Kvinne,Hele landet,78904
R03A,2006,75 - 79,Kvinne,Helseregion Midt-Norge,11588
R03A,2006,75 - 79,Kvinne,Helseregion Nord-Norge,8106
R03A,2006,75 - 79,Kvinne,Helseregion Sør-Øst,44284
R03A,2006,75 - 79,Kvinne,Helseregion Vest,14928
R03A,2006,75 - 79,Kvinne,Akershus,7679
R03A,2006,75 - 79,Kvinne,Aust-Agder,1674
R03A,2006,75 - 79,Kvinne,Buskerud,4254
R03A,2006,75 - 79,Kvinne,Finnmark,1170
R03A,2006,75 - 79,Kvinne,Hedmark,4083
R03A,2006,75 - 79,Kvinne,Hordaland,7478
R03A,2006,75 - 79,Kvinne,Møre og Romsdal,4655
R03A,2006,75 - 79,Kvinne,Nordland,4509
R03A,2006,75 - 79,Kvinne,Oppland,3793
R03A,2006,75 - 79,Kvinne,Oslo,8016
R03A,2006,75 - 79,Kvinne,Rogaland,5531
R03A,2006,75 - 79,Kvinne,Sogn og Fjordane,1918
R03A,2006,75 - 79,Kvinne,Telemark,3236
R03A,2006,75 - 79,Kvinne,Troms,2426
R03A,2006,75 - 79,Kvinne,Trøndelag,6933
R03A,2006,75 - 79,Kvinne,Vest-Agder,2670
R03A,2006,75 - 79,Kvinne,Vestfold,3889
R03A,2006,75 - 79,Kvinne,Østfold,4990
R03A,2006,75 - 79,Mann,Hele landet,61320
R03A,2006,75 - 79,Mann,Helseregion Midt-Norge,9309
R03A,2006,75 - 79,Mann,Helseregion Nord-Norge,6384
R03A,2006,75 - 79,Mann,Helseregion Sør-Øst,33940
R03A,2006,75 - 79,Mann,Helseregion Vest,11688
R03A,2006,75 - 79,Mann,Akershus,6112
R03A,2006,75 - 79,Mann,Aust-Agder,1326
R03A,2006,75 - 79,Mann,Buskerud,3359
R03A,2006,75 - 79,Mann,Finnmark,980
R03A,2006,75 - 79,Mann,Hedmark,3316
R03A,2006,75 - 79,Mann,Hordaland,5718
R03A,2006,75 - 79,Mann,Møre og Romsdal,3724
R03A,2006,75 - 79,Mann,Nordland,3460
R03A,2006,75 - 79,Mann,Oppland,3042
R03A,2006,75 - 79,Mann,Oslo,5492
R03A,2006,75 - 79,Mann,Rogaland,4354
R03A,2006,75 - 79,Mann,Sogn og Fjordane,1616
R03A,2006,75 - 79,Mann,Telemark,2412
R03A,2006,75 - 79,Mann,Troms,1944
R03A,2006,75 - 79,Mann,Trøndelag,5585
R03A,2006,75 - 79,Mann,Vest-Agder,2018
R03A,2006,75 - 79,Mann,Vestfold,3140
R03A,2006,75 - 79,Mann,Østfold,3721
R03A,2006,80 - 84,Kvinne,Hele landet,72508
R03A,2006,80 - 84,Kvinne,Helseregion Midt-Norge,10660
R03A,2006,80 - 84,Kvinne,Helseregion Nord-Norge,7180
R03A,2006,80 - 84,Kvinne,Helseregion Sør-Øst,41036
R03A,2006,80 - 84,Kvinne,Helseregion Vest,13631
R03A,2006,80 - 84,Kvinne,Akershus,6377
R03A,2006,80 - 84,Kvinne,Aust-Agder,1581
R03A,2006,80 - 84,Kvinne,Buskerud,4022
R03A,2006,80 - 84,Kvinne,Finnmark,954
R03A,2006,80 - 84,Kvinne,Hedmark,3855
R03A,2006,80 - 84,Kvinne,Hordaland,6717
R03A,2006,80 - 84,Kvinne,Møre og Romsdal,4239
R03A,2006,80 - 84,Kvinne,Nordland,4054
R03A,2006,80 - 84,Kvinne,Oppland,3585
R03A,2006,80 - 84,Kvinne,Oslo,8096
R03A,2006,80 - 84,Kvinne,Rogaland,5061
R03A,2006,80 - 84,Kvinne,Sogn og Fjordane,1853
R03A,2006,80 - 84,Kvinne,Telemark,3161
R03A,2006,80 - 84,Kvinne,Troms,2174
R03A,2006,80 - 84,Kvinne,Trøndelag,6421
R03A,2006,80 - 84,Kvinne,Vest-Agder,2461
R03A,2006,80 - 84,Kvinne,Vestfold,3580
R03A,2006,80 - 84,Kvinne,Østfold,4320
R03A,2006,80 - 84,Mann,Hele landet,46496
R03A,2006,80 - 84,Mann,Helseregion Midt-Norge,7065
R03A,2006,80 - 84,Mann,Helseregion Nord-Norge,4514
R03A,2006,80 - 84,Mann,Helseregion Sør-Øst,26186
R03A,2006,80 - 84,Mann,Helseregion Vest,8731
R03A,2006,80 - 84,Mann,Akershus,4434
R03A,2006,80 - 84,Mann,Aust-Agder,982
R03A,2006,80 - 84,Mann,Buskerud,2643
R03A,2006,80 - 84,Mann,Finnmark,585
R03A,2006,80 - 84,Mann,Hedmark,2540
R03A,2006,80 - 84,Mann,Hordaland,4261
R03A,2006,80 - 84,Mann,Møre og Romsdal,2833
R03A,2006,80 - 84,Mann,Nordland,2529
R03A,2006,80 - 84,Mann,Oppland,2377
R03A,2006,80 - 84,Mann,Oslo,4420
R03A,2006,80 - 84,Mann,Rogaland,3240
R03A,2006,80 - 84,Mann,Sogn og Fjordane,1230
R03A,2006,80 - 84,Mann,Telemark,2013
R03A,2006,80 - 84,Mann,Troms,1400
R03A,2006,80 - 84,Mann,Trøndelag,4232
R03A,2006,80 - 84,Mann,Vest-Agder,1506
R03A,2006,80 - 84,Mann,Vestfold,2330
R03A,2006,80 - 84,Mann,Østfold,2942
R03A,2006,85 - 89,Kvinne,Hele landet,50777
R03A,2006,85 - 89,Kvinne,Helseregion Midt-Norge,7472
R03A,2006,85 - 89,Kvinne,Helseregion Nord-Norge,4860
R03A,2006,85 - 89,Kvinne,Helseregion Sør-Øst,28159
R03A,2006,85 - 89,Kvinne,Helseregion Vest,10286
R03A,2006,85 - 89,Kvinne,Akershus,4041
R03A,2006,85 - 89,Kvinne,Aust-Agder,1144
R03A,2006,85 - 89,Kvinne,Buskerud,2746
R03A,2006,85 - 89,Kvinne,Finnmark,559
R03A,2006,85 - 89,Kvinne,Hedmark,2441
R03A,2006,85 - 89,Kvinne,Hordaland,5074
R03A,2006,85 - 89,Kvinne,Møre og Romsdal,3148
R03A,2006,85 - 89,Kvinne,Nordland,2836
R03A,2006,85 - 89,Kvinne,Oppland,2216
R03A,2006,85 - 89,Kvinne,Oslo,6122
R03A,2006,85 - 89,Kvinne,Rogaland,3810
R03A,2006,85 - 89,Kvinne,Sogn og Fjordane,1402
R03A,2006,85 - 89,Kvinne,Telemark,2144
R03A,2006,85 - 89,Kvinne,Troms,1464
R03A,2006,85 - 89,Kvinne,Trøndelag,4324
R03A,2006,85 - 89,Kvinne,Vest-Agder,1776
R03A,2006,85 - 89,Kvinne,Vestfold,2580
R03A,2006,85 - 89,Kvinne,Østfold,2948
R03A,2006,85 - 89,Mann,Hele landet,24632
R03A,2006,85 - 89,Mann,Helseregion Midt-Norge,3740
R03A,2006,85 - 89,Mann,Helseregion Nord-Norge,2222
R03A,2006,85 - 89,Mann,Helseregion Sør-Øst,13604
R03A,2006,85 - 89,Mann,Helseregion Vest,5066
R03A,2006,85 - 89,Mann,Akershus,2126
R03A,2006,85 - 89,Mann,Aust-Agder,594
R03A,2006,85 - 89,Mann,Buskerud,1322
R03A,2006,85 - 89,Mann,Finnmark,240
R03A,2006,85 - 89,Mann,Hedmark,1330
R03A,2006,85 - 89,Mann,Hordaland,2449
R03A,2006,85 - 89,Mann,Møre og Romsdal,1596
R03A,2006,85 - 89,Mann,Nordland,1338
R03A,2006,85 - 89,Mann,Oppland,1246
R03A,2006,85 - 89,Mann,Oslo,2470
R03A,2006,85 - 89,Mann,Rogaland,1850
R03A,2006,85 - 89,Mann,Sogn og Fjordane,768
R03A,2006,85 - 89,Mann,Telemark,1104
R03A,2006,85 - 89,Mann,Troms,644
R03A,2006,85 - 89,Mann,Trøndelag,2143
R03A,2006,85 - 89,Mann,Vest-Agder,859
R03A,2006,85 - 89,Mann,Vestfold,1234
R03A,2006,85 - 89,Mann,Østfold,1316
R03A,2006,90+,Kvinne,Hele landet,27178
R03A,2006,90+,Kvinne,Helseregion Midt-Norge,3993
R03A,2006,90+,Kvinne,Helseregion Nord-Norge,2630
R03A,2006,90+,Kvinne,Helseregion Sør-Øst,14832
R03A,2006,90+,Kvinne,Helseregion Vest,5724
R03A,2006,90+,Kvinne,Akershus,1887
R03A,2006,90+,Kvinne,Aust-Agder,650
R03A,2006,90+,Kvinne,Buskerud,1476
R03A,2006,90+,Kvinne,Finnmark,308
R03A,2006,90+,Kvinne,Hedmark,1180
R03A,2006,90+,Kvinne,Hordaland,2886
R03A,2006,90+,Kvinne,Møre og Romsdal,1687
R03A,2006,90+,Kvinne,Nordland,1548
R03A,2006,90+,Kvinne,Oppland,1156
R03A,2006,90+,Kvinne,Oslo,3597
R03A,2006,90+,Kvinne,Rogaland,1987
R03A,2006,90+,Kvinne,Sogn og Fjordane,850
R03A,2006,90+,Kvinne,Telemark,1064
